Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2016","Lyme disease, Cum 2016, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2016","Meningococcal disease, invasive§, All serogroups, Cum 2016, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag",Location 1,Location 2
CONNECTICUT,2016,15,,-,31,,186,,44,,212,,,-,0,,2,,1,,1,,,-,0,,1,,2,,2,,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2016,15,,-,0,,1,,1,,,-,,-,0,,1,,3,,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2016,15,,-,3,,11,,19,,4,,,-,0,,2,,4,,1,,,-,0,,1,,1,,2,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2016,15,,-,1,,17,,2,,9,,,-,0,,2,,1,,3,,,-,0,,1,,3,,3,,"INDIANA
(39.76845, -86.156212)",
TENNESSEE,2016,15,,-,0,,4,,3,,,-,,-,0,,2,,3,,1,,,-,0,,1,,2,,1,,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2016,15,,-,0,,0,,,-,,-,,-,0,,2,,4,,1,,,-,0,,4,,2,,4,,"LOUISIANA
(31.2931, -92.463284)",
UTAH,2016,15,,-,0,,1,,1,,2,,,-,0,,2,,,-,2,,,-,0,,1,,1,,,-,"UTAH
(39.359772, -111.584173)",
OHIO,2016,15,,-,2,,18,,12,,13,,,-,1,,3,,7,,8,,,-,0,,4,,3,,5,,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2016,15,,-,11,,72,,85,,64,,,-,0,,3,,,-,1,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH DAKOTA,2016,15,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2016,15,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"MINNESOTA
(44.943719, -93.094281)",
DIST. OF COL.,2016,15,,-,1,,10,,7,,23,,,-,0,,1,,2,,3,,,-,0,,0,,,-,3,,DIST. OF COL.,
NEW YORK,2016,15,15,,46,,231,,246,,154,,,-,1,,7,,7,,13,,,-,0,,1,,1,,3,,"NEW YORK
(42.826892, -75.544286)",
E.S. CENTRAL,2016,16,,-,2,,12,,23,,15,,,-,0,,4,,8,,5,,,-,0,,2,,5,,5,,,
MAINE,2016,16,,-,16,,79,,79,,94,,,-,0,,3,,5,,,-,,-,0,,2,,1,,1,,"MAINE
(45.252223, -68.986647)",
OHIO,2016,16,1,,2,,18,,14,,13,,1,,0,,3,,8,,8,,,-,0,,4,,3,,9,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2016,16,635,,520,,2376,,3005,,3013,,13,,23,,58,,243,,189,,5,,7,,16,,113,,150,,,
VERMONT,2016,16,1,,8,,59,,28,,43,,1,,0,,0,,1,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2016,16,,-,1,,12,,4,,19,,,-,2,,6,,14,,22,,,-,1,,4,,25,,23,,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2016,16,,-,0,,2,,2,,1,,,-,0,,2,,1,,1,,,-,0,,2,,2,,2,,"ALASKA
(64.836661, -147.738891)",
MID. ATLANTIC,2016,16,611,,253,,1291,,2073,,1421,,4,,6,,24,,52,,44,,1,,0,,4,,11,,13,,,
OREGON,2016,16,1,,1,,4,,14,,7,,,-,0,,2,,4,,5,,,-,0,,3,,6,,12,,"OREGON
(44.567912, -120.156945)",
GUAM,2016,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
AMER. SAMOA,2016,16,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
NEW YORK CITY,2016,16,564,,2,,560,,585,,29,,3,,3,,17,,36,,12,,,-,0,,2,,3,,4,,NEW YORK CITY,
TEXAS,2016,16,,-,1,,6,,4,,2,,,-,1,,8,,14,,4,,1,,0,,3,,9,,9,,"TEXAS
(31.827233, -99.423022)",
NEW ENGLAND,2016,16,2,,110,,746,,299,,958,,1,,2,,7,,24,,13,,,-,0,,2,,9,,9,,,
IDAHO,2016,16,,-,0,,2,,3,,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MONTANA,2016,16,,-,0,,1,,1,,,-,,-,0,,1,,3,,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2016,16,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2016,16,,-,31,,186,,53,,229,,,-,0,,2,,1,,1,,,-,0,,1,,2,,2,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2016,16,,-,0,,4,,3,,,-,,-,0,,2,,3,,1,,,-,0,,1,,2,,1,,"TENNESSEE
(35.681402, -85.774444)",
NEBRASKA,2016,16,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2016,16,,-,0,,2,,2,,5,,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2016,16,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
W.N. CENTRAL,2016,16,1,,4,,30,,19,,18,,,-,0,,3,,6,,7,,,-,0,,2,,3,,9,,,
NORTH CAROLINA,2016,16,,-,1,,56,,14,,26,,,-,0,,6,,7,,2,,,-,0,,1,,1,,2,,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2016,16,6,,25,,114,,190,,169,,3,,2,,9,,31,,13,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2016,16,,-,3,,29,,4,,15,,,-,1,,3,,6,,11,,,-,0,,2,,3,,3,,"ILLINOIS
(40.477092, -88.993221)",
C.N.M.I.,2016,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
DELAWARE,2016,16,4,,8,,31,,92,,42,,,-,0,,2,,5,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
INDIANA,2016,16,,-,1,,17,,2,,11,,,-,0,,2,,1,,3,,,-,0,,1,,3,,3,,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2016,16,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW MEXICO,2016,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2016,16,1,,3,,15,,29,,25,,,-,1,,3,,9,,10,,1,,0,,2,,6,,13,,"FLORIDA
(28.915325, -81.922409)",
IOWA,2016,16,1,,2,,28,,14,,14,,,-,0,,2,,3,,3,,,-,0,,1,,2,,3,,"IOWA
(42.46942, -93.815856)",
MICHIGAN,2016,16,,-,3,,11,,19,,4,,,-,0,,2,,4,,1,,,-,0,,1,,1,,2,,"MICHIGAN
(44.66399, -84.711206)",
NEVADA,2016,16,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
COLORADO,2016,16,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,,-,0,,1,,,-,1,,"COLORADO
(38.841772, -106.132562)",
W.S. CENTRAL,2016,16,,-,1,,6,,4,,2,,1,,2,,9,,20,,10,,1,,0,,5,,13,,15,,,
DIST. OF COL.,2016,16,,-,1,,11,,7,,24,,,-,0,,1,,2,,3,,,-,0,,0,,,-,3,,DIST. OF COL.,
VIRGIN ISL.,2016,16,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
HAWAII,2016,16,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,"HAWAII
(21.30992, -157.858158)",
KANSAS,2016,16,,-,0,,3,,4,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"KANSAS
(38.345528, -98.201847)",
MASSACHUSETTS,2016,16,,-,38,,416,,6,,424,,,-,1,,4,,14,,11,,,-,0,,2,,6,,3,,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2016,16,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
RHODE ISLAND,2016,16,1,,11,,73,,104,,68,,,-,0,,3,,,-,1,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2016,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
NEW JERSEY,2016,16,,-,44,,325,,48,,466,,,-,1,,5,,3,,11,,,-,0,,2,,2,,2,,"NEW JERSEY
(40.104655, -74.386686)",
S. ATLANTIC,2016,16,19,,72,,237,,463,,434,,3,,6,,17,,78,,49,,2,,1,,3,,18,,32,,,
NEW HAMPSHIRE,2016,16,,-,1,,65,,29,,100,,,-,0,,3,,3,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2016,16,,-,1,,6,,7,,4,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2016,16,,-,3,,24,,18,,25,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MINNESOTA,2016,16,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"MINNESOTA
(44.943719, -93.094281)",
PACIFIC,2016,16,1,,2,,15,,21,,27,,3,,2,,7,,30,,29,,1,,2,,5,,38,,43,,,
NEW ENGLAND,2016,18,2,,110,,746,,336,,1188,,1,,2,,7,,27,,14,,,-,0,,2,,9,,11,,,
ALABAMA,2016,16,,-,0,,4,,13,,11,,,-,0,,2,,2,,3,,,-,0,,1,,3,,3,,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2016,16,27,,46,,231,,276,,171,,1,,1,,7,,8,,13,,1,,0,,1,,2,,3,,"NEW YORK
(42.826892, -75.544286)",
MOUNTAIN,2016,16,,-,1,,2,,7,,9,,,-,1,,6,,4,,7,,,-,0,,3,,4,,4,,,
ARKANSAS,2016,16,,-,0,,0,,,-,,-,1,,0,,2,,1,,2,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
SOUTH DAKOTA,2016,16,,-,0,,1,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2016,16,,-,0,,0,,,-,,-,,-,0,,2,,4,,3,,,-,0,,4,,2,,4,,"LOUISIANA
(31.2931, -92.463284)",
VIRGINIA,2016,16,7,,23,,120,,100,,114,,,-,1,,5,,10,,9,,1,,0,,2,,4,,5,,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2016,16,,-,0,,3,,1,,,-,3,,0,,3,,11,,1,,1,,0,,2,,5,,4,,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2016,16,20,,134,,881,,1164,,755,,,-,0,,3,,5,,8,,,-,0,,2,,4,,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH CAROLINA,2016,16,1,,1,,3,,13,,9,,,-,0,,1,,2,,1,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WISCONSIN,2016,16,,-,18,,159,,57,,86,,,-,0,,1,,2,,2,,,-,0,,2,,2,,3,,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2016,16,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"OKLAHOMA
(35.468494, -97.521264)",
E.N. CENTRAL,2016,16,1,,27,,219,,96,,129,,1,,2,,7,,21,,25,,,-,1,,5,,12,,20,,,
UTAH,2016,16,,-,0,,1,,1,,2,,,-,0,,2,,,-,2,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
GEORGIA,2016,16,,-,0,,0,,,-,,-,,-,1,,6,,11,,11,,,-,0,,2,,3,,8,,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2016,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
DIST. OF COL.,2016,17,,-,1,,11,,9,,27,,,-,0,,1,,2,,3,,,-,0,,0,,,-,3,,DIST. OF COL.,
NORTH CAROLINA,2016,17,,-,1,,56,,14,,26,,,-,0,,6,,7,,2,,,-,0,,1,,1,,2,,"NORTH CAROLINA
(35.47995, -79.180571)",
AMER. SAMOA,2016,17,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
MARYLAND,2016,17,5,,25,,114,,209,,183,,3,,2,,9,,34,,13,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
TEXAS,2016,17,,-,1,,6,,4,,2,,,-,1,,8,,15,,6,,,-,0,,3,,9,,9,,"TEXAS
(31.827233, -99.423022)",
KANSAS,2016,17,,-,0,,3,,4,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"KANSAS
(38.345528, -98.201847)",
S. ATLANTIC,2016,17,19,,72,,238,,506,,467,,5,,6,,17,,83,,50,,,-,1,,3,,19,,32,,,
ARIZONA,2016,17,,-,0,,2,,2,,5,,,-,0,,2,,1,,1,,,-,0,,1,,1,,2,,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2016,17,15,,134,,881,,1249,,830,,,-,0,,3,,5,,9,,,-,0,,2,,4,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH DAKOTA,2016,17,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2016,17,,-,0,,1,,,-,,-,,-,1,,6,,11,,11,,,-,0,,2,,4,,8,,"GEORGIA
(32.836038, -83.631709)",
SOUTH DAKOTA,2016,17,,-,0,,1,,1,,,-,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2016,17,,-,0,,4,,4,,,-,,-,0,,2,,3,,1,,,-,0,,1,,2,,1,,"TENNESSEE
(35.681402, -85.774444)",
INDIANA,2016,17,,-,1,,17,,2,,16,,,-,0,,2,,1,,3,,,-,0,,1,,2,,3,,"INDIANA
(39.76845, -86.156212)",
NEW YORK CITY,2016,17,3,,3,,564,,588,,29,,1,,3,,17,,37,,12,,,-,0,,2,,3,,4,,NEW YORK CITY,
HAWAII,2016,17,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2016,17,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"MINNESOTA
(44.943719, -93.094281)",
ALASKA,2016,17,1,,0,,2,,3,,1,,,-,0,,2,,1,,1,,,-,0,,2,,2,,2,,"ALASKA
(64.836661, -147.738891)",
UTAH,2016,17,,-,0,,1,,1,,2,,,-,0,,2,,,-,2,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2016,17,,-,33,,416,,8,,474,,,-,1,,4,,14,,13,,,-,0,,2,,6,,3,,"MASSACHUSETTS
(42.268546, -72.085064)",
VIRGIN ISL.,2016,17,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW YORK,2016,17,19,,46,,231,,296,,198,,1,,1,,7,,9,,13,,,-,0,,1,,2,,3,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2016,17,,-,60,,372,,56,,575,,,-,1,,5,,3,,11,,,-,0,,2,,2,,2,,"NEW JERSEY
(40.104655, -74.386686)",
LOUISIANA,2016,17,,-,0,,0,,,-,,-,,-,0,,2,,4,,3,,,-,0,,2,,2,,2,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2016,17,,-,1,,3,,13,,10,,,-,0,,1,,2,,1,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2016,17,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
IOWA,2016,17,,-,2,,28,,14,,17,,,-,0,,2,,3,,3,,,-,0,,1,,2,,3,,"IOWA
(42.46942, -93.815856)",
E.N. CENTRAL,2016,17,1,,29,,244,,103,,166,,1,,2,,7,,22,,26,,,-,1,,4,,11,,21,,,
MICHIGAN,2016,17,,-,3,,11,,20,,4,,,-,0,,2,,4,,1,,,-,0,,1,,1,,2,,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2016,17,,-,31,,186,,58,,261,,,-,0,,2,,1,,1,,1,,0,,1,,2,,2,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2016,17,,-,3,,24,,18,,27,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
C.N.M.I.,2016,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
IDAHO,2016,17,,-,0,,2,,3,,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEVADA,2016,17,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
W.N. CENTRAL,2016,17,,-,4,,30,,20,,21,,,-,1,,3,,7,,7,,,-,0,,2,,3,,9,,,
KENTUCKY,2016,17,,-,1,,6,,8,,4,,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2016,17,2,,16,,79,,89,,95,,,-,0,,3,,5,,,-,,-,0,,2,,1,,1,,"MAINE
(45.252223, -68.986647)",
ALABAMA,2016,17,,-,0,,4,,14,,12,,1,,0,,2,,3,,3,,,-,0,,1,,3,,3,,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2016,17,,-,8,,57,,28,,50,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
NEW ENGLAND,2016,17,6,,110,,746,,327,,1065,,,-,2,,7,,26,,15,,1,,0,,2,,9,,9,,,
MISSOURI,2016,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
UNITED STATES,2016,17,64,,551,,2434,,3204,,3413,,12,,23,,58,,259,,202,,2,,7,,17,,117,,154,,,
CALIFORNIA,2016,17,,-,1,,12,,4,,24,,,-,2,,6,,14,,26,,1,,1,,5,,27,,24,,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2016,17,,-,1,,4,,14,,9,,,-,0,,2,,5,,6,,,-,0,,3,,7,,12,,"OREGON
(44.567912, -120.156945)",
COLORADO,2016,17,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,,-,0,,1,,,-,2,,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2016,17,,-,20,,184,,62,,117,,,-,0,,1,,2,,2,,,-,0,,2,,2,,3,,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2016,17,,-,0,,1,,1,,,-,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2016,17,,-,0,,3,,1,,,-,3,,0,,3,,13,,1,,,-,0,,2,,5,,4,,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2016,17,1,,2,,18,,15,,13,,1,,1,,3,,9,,9,,,-,0,,2,,3,,9,,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2016,17,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"OKLAHOMA
(35.468494, -97.521264)",
E.S. CENTRAL,2016,17,,-,2,,12,,26,,16,,1,,0,,4,,9,,5,,,-,0,,2,,6,,5,,,
NEW HAMPSHIRE,2016,17,,-,1,,65,,29,,114,,,-,0,,3,,4,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
W.S. CENTRAL,2016,17,,-,1,,6,,4,,2,,,-,2,,9,,21,,12,,,-,0,,3,,13,,13,,,
NEBRASKA,2016,17,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
MOUNTAIN,2016,17,,-,1,,2,,7,,10,,,-,1,,6,,4,,8,,,-,0,,3,,4,,7,,,
GUAM,2016,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2016,17,4,,12,,75,,115,,71,,,-,0,,3,,1,,1,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,17,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MISSISSIPPI,2016,17,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PACIFIC,2016,17,1,,2,,15,,22,,34,,3,,3,,7,,33,,34,,1,,2,,6,,41,,44,,,
ARKANSAS,2016,17,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
ILLINOIS,2016,17,,-,3,,29,,4,,16,,,-,1,,3,,6,,11,,,-,0,,2,,3,,4,,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2016,17,3,,3,,15,,32,,25,,1,,1,,3,,10,,10,,,-,0,,2,,6,,13,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,17,6,,23,,120,,113,,123,,,-,1,,5,,10,,10,,,-,0,,2,,4,,5,,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2016,17,5,,8,,31,,98,,46,,1,,0,,2,,6,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MID. ATLANTIC,2016,17,37,,284,,1326,,2189,,1632,,2,,6,,24,,54,,45,,,-,0,,4,,11,,14,,,
IOWA,2016,18,,-,2,,28,,15,,18,,,-,0,,2,,3,,3,,,-,0,,1,,2,,4,,"IOWA
(42.46942, -93.815856)",
FLORIDA,2016,18,2,,3,,15,,29,,26,,,-,1,,3,,10,,10,,,-,0,,2,,6,,13,,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2016,18,,-,0,,4,,5,,,-,,-,0,,2,,3,,3,,,-,0,,1,,2,,1,,"TENNESSEE
(35.681402, -85.774444)",
MID. ATLANTIC,2016,18,319,,284,,1326,,2745,,2321,,2,,6,,24,,59,,47,,,-,0,,4,,11,,15,,,
WISCONSIN,2016,18,,-,20,,184,,75,,148,,,-,0,,1,,2,,2,,,-,0,,2,,2,,3,,"WISCONSIN
(44.395526, -89.834513)",
COLORADO,2016,18,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,1,,0,,1,,1,,2,,"COLORADO
(38.841772, -106.132562)",
VERMONT,2016,18,,-,8,,57,,28,,56,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
MASSACHUSETTS,2016,18,,-,29,,416,,8,,525,,,-,1,,4,,14,,12,,,-,0,,2,,6,,5,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEVADA,2016,18,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2016,18,,-,1,,17,,2,,18,,,-,0,,2,,1,,3,,,-,0,,1,,2,,3,,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2016,18,3,,8,,31,,103,,55,,,-,0,,2,,6,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW YORK CITY,2016,18,2,,3,,563,,589,,589,,1,,3,,17,,38,,12,,,-,0,,2,,3,,4,,NEW YORK CITY,
KANSAS,2016,18,,-,0,,3,,4,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2016,18,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
W.N. CENTRAL,2016,18,1,,4,,30,,22,,24,,,-,1,,3,,7,,8,,,-,0,,2,,3,,11,,,
UTAH,2016,18,,-,0,,1,,1,,2,,,-,0,,2,,,-,2,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
VIRGINIA,2016,18,5,,24,,120,,123,,135,,,-,1,,5,,10,,10,,,-,0,,2,,4,,5,,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2016,18,296,,134,,881,,1595,,904,,,-,0,,3,,6,,10,,,-,0,,2,,4,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2016,18,,-,0,,2,,3,,1,,,-,0,,2,,1,,1,,,-,0,,2,,2,,2,,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2016,18,,-,30,,186,,58,,297,,,-,0,,2,,1,,1,,,-,0,,1,,2,,2,,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2016,18,2,,0,,4,,19,,13,,,-,0,,2,,4,,3,,,-,0,,1,,3,,3,,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2016,18,342,,551,,2434,,3835,,4314,,6,,23,,58,,278,,217,,5,,7,,17,,126,,164,,,
MARYLAND,2016,18,6,,26,,114,,230,,201,,2,,2,,9,,37,,17,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
NEW HAMPSHIRE,2016,18,,-,1,,65,,29,,127,,,-,0,,3,,4,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
