Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag",Location 1,Location 2
PUERTO RICO,2016,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2016,12,,-,0,,3,,,-,,-,,-,7,,47,,,-,5,,,-,0,,6,,,-,7,,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2016,12,,-,0,,6,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ALASKA,2016,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MASSACHUSETTS,2016,12,,-,0,,2,,,-,,-,,-,9,,61,,11,,6,,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
INDIANA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2016,12,,-,0,,3,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MID. ATLANTIC,2016,12,,-,2,,36,,12,,8,,,-,15,,61,,18,,12,,,-,0,,3,,2,,,-,,
VIRGINIA,2016,12,,-,1,,9,,,-,2,,,-,0,,3,,,-,1,,,-,0,,2,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
KANSAS,2016,12,,-,0,,5,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2016,12,,-,0,,5,,,-,5,,,-,0,,12,,1,,6,,,-,0,,2,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2016,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH CAROLINA,2016,12,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ILLINOIS,2016,12,,-,0,,5,,,-,1,,,-,0,,2,,,-,2,,,-,0,,1,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
CONNECTICUT,2016,12,,-,0,,0,,,-,,-,,-,1,,20,,,-,1,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
GEORGIA,2016,12,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
DIST. OF COL.,2016,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
NEBRASKA,2016,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
IDAHO,2016,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
S. ATLANTIC,2016,12,,-,2,,23,,6,,16,,,-,0,,7,,4,,7,,,-,0,,3,,,-,1,,,
MINNESOTA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
ARKANSAS,2016,12,,-,2,,16,,3,,3,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
W.N. CENTRAL,2016,12,,-,2,,20,,1,,2,,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,,
NEW HAMPSHIRE,2016,12,,-,0,,2,,1,,1,,,-,1,,10,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
W.S. CENTRAL,2016,12,,-,2,,17,,5,,4,,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,
UNITED STATES,2016,12,,-,13,,70,,29,,40,,,-,45,,200,,46,,49,,,-,2,,12,,3,,9,,,
MOUNTAIN,2016,12,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,
OKLAHOMA,2016,12,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MICHIGAN,2016,12,,-,0,,2,,,-,1,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2016,12,,-,0,,4,,1,,4,,,-,2,,10,,4,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2016,12,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
E.N. CENTRAL,2016,12,,-,1,,8,,,-,3,,,-,7,,48,,1,,12,,,-,1,,6,,,-,8,,,
WASHINGTON,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NORTH CAROLINA,2016,12,,-,0,,22,,2,,10,,,-,0,,5,,1,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2016,12,,-,0,,3,,1,,1,,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
UTAH,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MARYLAND,2016,12,,-,0,,7,,3,,2,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
ARIZONA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ARKANSAS,2016,13,1,,2,,16,,4,,3,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
PACIFIC,2016,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,
E.N. CENTRAL,2016,13,,-,1,,8,,,-,3,,,-,7,,49,,1,,13,,,-,1,,6,,,-,9,,,
SOUTH DAKOTA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2016,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2016,13,,-,0,,3,,,-,,-,,-,7,,48,,,-,6,,,-,0,,6,,,-,8,,"WISCONSIN
(44.395526, -89.834513)",
ALASKA,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2016,13,,-,0,,3,,1,,1,,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
RHODE ISLAND,2016,13,,-,0,,4,,1,,4,,,-,2,,10,,4,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2016,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW MEXICO,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
KANSAS,2016,13,,-,0,,5,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MOUNTAIN,2016,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,
NEVADA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2016,13,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MARYLAND,2016,13,,-,0,,7,,3,,2,,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2016,13,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2016,13,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
S. ATLANTIC,2016,13,,-,2,,23,,6,,16,,,-,1,,7,,5,,7,,,-,0,,3,,,-,1,,,
W.S. CENTRAL,2016,13,1,,2,,17,,6,,4,,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,
E.N. CENTRAL,2016,14,,-,1,,8,,,-,5,,,-,8,,49,,2,,13,,,-,1,,6,,1,,9,,,
MISSOURI,2016,13,,-,2,,17,,1,,3,,,-,0,,2,,1,,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
GUAM,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
CONNECTICUT,2016,13,,-,0,,0,,,-,,-,,-,1,,20,,,-,1,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IDAHO,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
VIRGINIA,2016,13,,-,1,,9,,,-,2,,,-,0,,3,,,-,1,,,-,0,,2,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PUERTO RICO,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2016,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2016,13,,-,0,,2,,,-,1,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW ENGLAND,2016,13,,-,1,,7,,3,,6,,2,,19,,100,,23,,16,,,-,0,,2,,1,,,-,,
UNITED STATES,2016,13,4,,14,,70,,33,,43,,6,,45,,200,,53,,51,,,-,2,,12,,3,,10,,,
IOWA,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2016,13,,-,0,,5,,,-,6,,,-,0,,12,,1,,6,,,-,0,,2,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
VIRGIN ISL.,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
MAINE,2016,13,,-,0,,1,,,-,1,,1,,2,,16,,4,,1,,,-,0,,1,,1,,,-,"MAINE
(45.252223, -68.986647)",
NEBRASKA,2016,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ILLINOIS,2016,13,,-,0,,5,,,-,1,,,-,0,,2,,,-,2,,,-,0,,1,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
NEW YORK,2016,13,2,,1,,36,,14,,1,,4,,12,,53,,18,,5,,,-,0,,3,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
COLORADO,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
HAWAII,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
TEXAS,2016,13,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
W.N. CENTRAL,2016,13,,-,2,,20,,1,,4,,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,,
E.S. CENTRAL,2016,13,1,,1,,14,,3,,1,,,-,0,,3,,,-,1,,,-,0,,6,,,-,,-,,
AMER. SAMOA,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,AMER. SAMOA,
MASSACHUSETTS,2016,13,,-,0,,2,,,-,,-,,-,9,,61,,11,,6,,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MID. ATLANTIC,2016,13,2,,2,,36,,14,,9,,4,,15,,61,,22,,12,,,-,0,,3,,2,,,-,,
MINNESOTA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
NORTH CAROLINA,2016,13,,-,0,,22,,2,,10,,,-,0,,5,,1,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MONTANA,2016,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
OHIO,2016,13,,-,0,,2,,,-,1,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"OHIO
(40.056807, -82.405897)",
DIST. OF COL.,2016,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
DELAWARE,2016,13,,-,0,,3,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2016,13,,-,0,,7,,,-,1,,,-,0,,2,,,-,,-,,-,0,,6,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2016,13,1,,0,,6,,2,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VERMONT,2016,13,,-,0,,2,,1,,,-,1,,2,,12,,4,,2,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2016,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
ALABAMA,2016,13,,-,0,,3,,1,,,-,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2016,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2016,13,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NORTH DAKOTA,2016,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW YORK CITY,2016,13,,-,0,,2,,,-,2,,,-,1,,6,,3,,1,,,-,0,,1,,2,,,-,NEW YORK CITY,
PENNSYLVANIA,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2016,13,,-,0,,2,,1,,1,,,-,1,,10,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PENNSYLVANIA,2016,14,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
GEORGIA,2016,14,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
IOWA,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW HAMPSHIRE,2016,14,,-,0,,2,,2,,1,,,-,1,,10,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
COLORADO,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2016,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2016,14,,-,2,,17,,1,,4,,,-,0,,2,,1,,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2016,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
UNITED STATES,2016,14,1,,14,,69,,40,,50,,3,,45,,199,,65,,55,,1,,2,,12,,6,,10,,,
DIST. OF COL.,2016,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
VIRGIN ISL.,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEVADA,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2016,14,,-,0,,2,,,-,1,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2016,14,,-,0,,2,,,-,1,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"OHIO
(40.056807, -82.405897)",
VIRGINIA,2016,14,,-,1,,9,,,-,3,,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2016,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2016,14,,-,0,,22,,2,,10,,,-,0,,5,,1,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2016,14,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH DAKOTA,2016,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WISCONSIN,2016,14,,-,0,,3,,,-,2,,,-,8,,48,,1,,6,,,-,0,,6,,1,,8,,"WISCONSIN
(44.395526, -89.834513)",
GUAM,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
FLORIDA,2016,14,,-,0,,3,,1,,1,,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
ALASKA,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
WYOMING,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
IDAHO,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW YORK,2016,14,,-,1,,36,,14,,1,,1,,12,,53,,19,,6,,,-,0,,3,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2016,14,1,,0,,7,,1,,1,,,-,0,,2,,,-,,-,,-,0,,6,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
CONNECTICUT,2016,14,,-,0,,0,,,-,,-,,-,1,,20,,,-,1,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
PACIFIC,2016,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,
DELAWARE,2016,14,,-,0,,3,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
AMER. SAMOA,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,AMER. SAMOA,
ARKANSAS,2016,14,,-,2,,16,,6,,4,,,-,0,,2,,1,,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MASSACHUSETTS,2016,14,,-,0,,2,,,-,,-,,-,9,,62,,17,,6,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2016,14,,-,0,,7,,3,,2,,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
TEXAS,2016,14,,-,0,,1,,2,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEW JERSEY,2016,14,,-,0,,5,,,-,6,,,-,0,,12,,1,,6,,,-,0,,2,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK CITY,2016,14,,-,0,,2,,,-,2,,,-,1,,6,,3,,1,,,-,0,,1,,2,,,-,NEW YORK CITY,
KANSAS,2016,14,,-,0,,5,,,-,2,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2016,14,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
W.S. CENTRAL,2016,14,,-,2,,17,,9,,6,,,-,0,,2,,1,,2,,,-,0,,1,,,-,,-,,
RHODE ISLAND,2016,14,,-,0,,5,,3,,4,,,-,2,,10,,4,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW ENGLAND,2016,14,,-,1,,7,,6,,6,,2,,20,,102,,32,,17,,,-,0,,1,,2,,,-,,
UTAH,2016,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
S. ATLANTIC,2016,14,,-,2,,23,,6,,17,,,-,1,,6,,5,,7,,,-,0,,2,,,-,1,,,
W.N. CENTRAL,2016,14,,-,2,,20,,1,,6,,,-,0,,3,,1,,2,,,-,0,,3,,,-,,-,,
CALIFORNIA,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
INDIANA,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
E.S. CENTRAL,2016,14,1,,1,,14,,4,,1,,,-,0,,3,,1,,1,,1,,0,,6,,1,,,-,,
ALABAMA,2016,14,,-,0,,3,,1,,,-,,-,0,,2,,1,,1,,1,,0,,1,,1,,,-,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,14,,-,0,,5,,,-,1,,,-,0,,2,,,-,2,,,-,0,,1,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2016,14,,-,0,,2,,1,,,-,1,,2,,12,,6,,3,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
