Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014, flag",Location 1,Location 2
E.N. CENTRAL,2015,2,,-,1,,5,,,-,,-,,-,5,,48,,,-,3,,3,,1,,7,,3,,1,,,
W.N. CENTRAL,2015,2,,-,4,,34,,,-,1,,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,,
S. ATLANTIC,2015,2,1,,3,,25,,1,,1,,2,,0,,6,,3,,,-,,-,0,,2,,,-,,-,,
DIST. OF COL.,2015,2,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,DIST. OF COL.,
E.S. CENTRAL,2015,2,,-,1,,13,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
W.S. CENTRAL,2015,2,,-,5,,29,,,-,,-,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
PACIFIC,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
AMER. SAMOA,2015,2,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,AMER. SAMOA,
C.N.M.I.,2015,2,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
ILLINOIS,2015,21,,-,0,,4,,2,,9,,,-,0,,2,,2,,8,,,-,0,,0,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
VERMONT,2015,21,,-,0,,1,,,-,,-,,-,1,,6,,10,,7,,,-,0,,1,,,-,,-,"VERMONT
(43.625384, -72.517637)",
NEBRASKA,2015,21,,-,0,,2,,2,,,-,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.641044, -99.365719)",
PENNSYLVANIA,2015,21,,-,0,,1,,,-,2,,,-,0,,3,,,-,6,,,-,0,,1,,,-,4,,"PENNSYLVANIA
(40.793734, -77.860697)",
CALIFORNIA,2015,21,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"CALIFORNIA
(37.638642, -120.999996)",
KANSAS,2015,21,,-,0,,5,,7,,9,,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,"KANSAS
(38.347743, -98.200778)",
OHIO,2015,21,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,2,,2,,,-,"OHIO
(40.060212, -82.404257)",
UNITED STATES,2015,21,10,,15,,100,,142,,150,,24,,35,,195,,192,,349,,,-,2,,14,,26,,27,,,
ALABAMA,2015,21,,-,0,,2,,,-,2,,,-,0,,2,,4,,1,,,-,0,,1,,1,,,-,"ALABAMA
(32.840572, -86.631857)",
ALASKA,2015,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.845078, -147.72206)",
HAWAII,2015,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
MAINE,2015,21,,-,0,,1,,1,,1,,3,,2,,13,,9,,18,,,-,0,,2,,1,,1,,"MAINE
(45.254229, -68.985026)",
MICHIGAN,2015,21,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
KENTUCKY,2015,21,1,,0,,6,,6,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973, -84.774968)",
DELAWARE,2015,21,,-,0,,5,,,-,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
TEXAS,2015,31,,-,0,,3,,2,,8,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
KENTUCKY,2015,31,,-,0,,6,,37,,46,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2015,31,,-,0,,1,,,-,4,,,-,0,,17,,,-,337,,,-,0,,2,,,-,11,,"MINNESOTA
(44.943719, -93.094281)",
ALASKA,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MICHIGAN,2015,31,,-,0,,2,,3,,1,,,-,0,,1,,5,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2015,31,,-,0,,2,,9,,11,,,-,0,,8,,21,,50,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
W.N. CENTRAL,2015,31,2,,4,,19,,171,,281,,1,,1,,18,,16,,357,,,-,0,,3,,9,,28,,,
CALIFORNIA,2015,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,1,,1,,"CALIFORNIA
(37.640735, -121.002435)",
DIST. OF COL.,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,DIST. OF COL.,
PENNSYLVANIA,2015,31,,-,0,,1,,,-,4,,,-,0,,2,,,-,15,,,-,0,,1,,,-,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
MID. ATLANTIC,2015,31,1,,2,,16,,66,,78,,23,,9,,59,,436,,282,,1,,0,,2,,5,,17,,,
UNITED STATES,2015,31,16,,17,,64,,662,,906,,34,,37,,161,,1365,,1832,,1,,2,,10,,71,,123,,,
UTAH,2015,31,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEVADA,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW ENGLAND,2015,31,,-,1,,4,,25,,37,,9,,13,,75,,620,,759,,,-,0,,2,,3,,2,,,
IOWA,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2015,31,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
DELAWARE,2015,31,,-,0,,3,,10,,15,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
GUAM,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
C.N.M.I.,2015,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
S. ATLANTIC,2015,31,5,,3,,25,,167,,178,,1,,1,,6,,23,,20,,,-,0,,3,,7,,2,,,
FLORIDA,2015,31,,-,0,,3,,14,,23,,1,,0,,1,,3,,4,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2015,31,4,,1,,8,,43,,56,,,-,0,,3,,7,,,-,,-,0,,5,,6,,7,,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2015,31,,-,0,,2,,7,,4,,,-,1,,8,,38,,82,,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2015,31,4,,1,,10,,65,,72,,,-,0,,2,,7,,8,,,-,0,,2,,4,,2,,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2015,31,,-,0,,4,,29,,38,,,-,1,,10,,68,,48,,,-,0,,2,,3,,5,,"NEW JERSEY
(40.121601, -74.321404)",
MONTANA,2015,31,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
OHIO,2015,31,1,,0,,2,,10,,2,,,-,0,,1,,1,,1,,,-,0,,2,,2,,1,,"OHIO
(40.056807, -82.405897)",
ILLINOIS,2015,31,,-,0,,3,,15,,41,,,-,0,,1,,4,,13,,,-,0,,1,,2,,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW YORK CITY,2015,31,,-,0,,2,,11,,5,,3,,0,,5,,29,,23,,,-,0,,0,,,-,,-,NEW YORK CITY,
WASHINGTON,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,8,,30,,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2015,31,,-,0,,3,,5,,9,,,-,0,,2,,6,,3,,,-,0,,1,,2,,,-,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
AMER. SAMOA,2015,31,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,AMER. SAMOA,
ARKANSAS,2015,31,3,,4,,14,,107,,126,,,-,0,,2,,13,,12,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
UNITED STATES,2015,3,3,,18,,102,,4,,3,,2,,28,,147,,6,,8,,4,,2,,13,,7,,1,,,
NEW ENGLAND,2015,3,,-,0,,6,,,-,,-,1,,11,,73,,2,,2,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,3,,-,2,,20,,,-,,-,,-,9,,42,,,-,2,,,-,0,,3,,,-,,-,,
E.N. CENTRAL,2015,3,,-,1,,5,,,-,,-,,-,5,,48,,,-,3,,4,,1,,7,,7,,1,,,
W.N. CENTRAL,2015,3,,-,4,,34,,,-,2,,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,,
S. ATLANTIC,2015,3,3,,3,,26,,4,,1,,1,,1,,6,,4,,1,,,-,0,,2,,,-,,-,,
DIST. OF COL.,2015,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,DIST. OF COL.,
E.S. CENTRAL,2015,3,,-,1,,13,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
W.S. CENTRAL,2015,3,,-,5,,29,,,-,,-,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
PACIFIC,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
VIRGIN ISL.,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
E.N. CENTRAL,2015,22,,-,0,,5,,6,,17,,2,,5,,54,,53,,115,,1,,1,,8,,19,,16,,,
WISCONSIN,2015,22,,-,0,,1,,2,,5,,2,,4,,51,,47,,107,,1,,0,,4,,9,,15,,"WISCONSIN
(44.393191, -89.816366)",
C.N.M.I.,2015,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
OREGON,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745, -120.155029)",
UNITED STATES,2015,22,23,,13,,100,,170,,191,,30,,36,,195,,259,,457,,3,,2,,14,,32,,34,,,
TEXAS,2015,22,,-,0,,3,,1,,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.82724, -99.426768)",
UTAH,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.360701, -111.587128)",
PACIFIC,2015,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,
LOUISIANA,2015,22,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
CONNECTICUT,2015,22,,-,0,,0,,,-,,-,,-,0,,10,,,-,20,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.562661, -72.64984)",
NEW YORK,2015,22,3,,1,,12,,7,,5,,20,,7,,32,,71,,40,,,-,0,,2,,1,,2,,"NEW YORK
(42.827004, -75.543966)",
NEBRASKA,2015,22,,-,0,,2,,2,,,-,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.641044, -99.365719)",
KENTUCKY,2015,22,5,,0,,6,,11,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973, -84.774968)",
MID. ATLANTIC,2015,22,3,,2,,16,,21,,18,,21,,9,,39,,88,,62,,,-,0,,2,,2,,8,,,
OKLAHOMA,2015,22,,-,0,,20,,2,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031, -97.521068)",
VIRGIN ISL.,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
KANSAS,2015,22,,-,0,,5,,8,,10,,1,,0,,1,,3,,2,,,-,0,,1,,1,,1,,"KANSAS
(38.347743, -98.200778)",
WYOMING,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235541, -108.109827)",
PENNSYLVANIA,2015,22,,-,0,,1,,,-,2,,,-,0,,3,,,-,7,,,-,0,,1,,,-,4,,"PENNSYLVANIA
(40.793734, -77.860697)",
E.S. CENTRAL,2015,22,7,,1,,13,,24,,27,,,-,0,,3,,5,,1,,,-,0,,2,,1,,,-,,
AMER. SAMOA,2015,22,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,AMER. SAMOA,
MICHIGAN,2015,22,,-,0,,1,,1,,,-,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
HAWAII,2015,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
NEVADA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242, -117.071839)",
MARYLAND,2015,22,1,,0,,5,,5,,2,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290583, -76.60926)",
GUAM,2015,22,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.480999, 144.731498)",
CALIFORNIA,2015,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"CALIFORNIA
(37.638642, -120.999996)",
INDIANA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,8,,1,,"INDIANA
(39.766913, -86.149956)",
TENNESSEE,2015,22,2,,1,,8,,12,,15,,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,"TENNESSEE
(35.680941, -85.774487)",
ALABAMA,2015,22,,-,0,,2,,,-,2,,,-,0,,2,,4,,1,,,-,0,,1,,1,,,-,"ALABAMA
(32.840572, -86.631857)",
SOUTH CAROLINA,2015,22,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.998822, -81.045366)",
VIRGINIA,2015,22,3,,1,,11,,15,,7,,,-,0,,2,,2,,4,,1,,0,,2,,2,,1,,"VIRGINIA
(37.542681, -78.457889)",
COLORADO,2015,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.843843, -106.133609)",
GEORGIA,2015,22,,-,0,,2,,,-,6,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"GEORGIA
(32.839683, -83.627579)",
MISSISSIPPI,2015,22,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513, -89.538027)",
DELAWARE,2015,22,,-,0,,5,,,-,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
ARKANSAS,2015,22,2,,4,,20,,24,,25,,,-,0,,3,,7,,4,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865, -92.27449)",
DIST. OF COL.,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
NORTH DAKOTA,2015,22,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475319, -100.118428)",
IDAHO,2015,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.682632, -114.363727)",
S. ATLANTIC,2015,22,11,,3,,27,,43,,33,,,-,1,,6,,8,,8,,1,,0,,2,,3,,1,,,
MINNESOTA,2015,22,,-,0,,1,,,-,2,,,-,1,,44,,,-,61,,,-,0,,2,,,-,4,,"MINNESOTA
(46.355649, -94.7942)",
NORTH CAROLINA,2015,22,7,,0,,23,,18,,5,,,-,0,,6,,4,,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622, -79.15925)",
SOUTH DAKOTA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313, -100.373529)",
FLORIDA,2015,22,,-,0,,3,,4,,10,,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,"FLORIDA
(28.932043, -81.928958)",
MISSOURI,2015,22,,-,2,,29,,27,,40,,,-,0,,3,,4,,6,,,-,0,,3,,4,,3,,"MISSOURI
(38.635791, -92.566299)",
WYOMING,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2015,22,,-,0,,2,,5,,3,,,-,1,,12,,21,,29,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.655953, -71.500357)",
NEW JERSEY,2015,22,,-,0,,7,,8,,10,,,-,1,,6,,10,,12,,,-,0,,2,,1,,2,,"NEW JERSEY
(40.130571, -74.273688)",
NEW ENGLAND,2015,22,,-,1,,6,,12,,12,,6,,11,,80,,89,,195,,1,,0,,2,,2,,1,,,
ARIZONA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.865974, -111.763807)",
W.S. CENTRAL,2015,22,2,,4,,29,,27,,32,,,-,0,,4,,8,,5,,,-,0,,0,,,-,,-,,
WEST VIRGINIA,2015,22,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.665511, -80.712638)",
UNITED STATES,2015,4,1,,18,,102,,5,,5,,,-,28,,145,,7,,11,,,-,2,,12,,7,,2,,,
NEW ENGLAND,2015,4,,-,0,,6,,,-,,-,,-,11,,73,,2,,3,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,4,,-,2,,18,,,-,1,,,-,9,,40,,,-,4,,,-,0,,2,,,-,,-,,
E.N. CENTRAL,2015,4,,-,1,,5,,,-,,-,,-,5,,48,,,-,3,,,-,1,,7,,7,,2,,,
W.N. CENTRAL,2015,4,,-,4,,34,,,-,2,,,-,0,,3,,1,,,-,,-,0,,3,,,-,,-,,
S. ATLANTIC,2015,4,,-,3,,26,,4,,1,,,-,1,,6,,4,,1,,,-,0,,2,,,-,,-,,
DIST. OF COL.,2015,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,DIST. OF COL.,
E.S. CENTRAL,2015,4,1,,1,,13,,1,,1,,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
W.S. CENTRAL,2015,4,,-,5,,29,,,-,,-,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
PACIFIC,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
AMER. SAMOA,2015,4,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,AMER. SAMOA,
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW MEXICO,2015,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520881, -106.240578)",
ILLINOIS,2015,22,,-,0,,4,,2,,12,,,-,0,,2,,2,,8,,,-,0,,0,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
NEW YORK CITY,2015,22,,-,0,,2,,6,,1,,1,,0,,6,,7,,3,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.714268, -74.005969)",
IOWA,2015,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401, -93.816487)",
PUERTO RICO,2015,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.248289, -66.49989)",
MONTANA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.066528, -109.424416)",
MAINE,2015,22,,-,0,,1,,1,,1,,3,,2,,13,,15,,22,,,-,0,,2,,1,,1,,"MAINE
(45.254229, -68.985026)",
RHODE ISLAND,2015,22,,-,0,,4,,6,,3,,,-,1,,11,,5,,10,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
OHIO,2015,22,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,2,,2,,,-,"OHIO
(40.060212, -82.404257)",
WASHINGTON,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
VERMONT,2015,22,,-,0,,1,,,-,,-,3,,1,,6,,17,,9,,1,,0,,1,,1,,,-,"VERMONT
(43.625384, -72.517637)",
MOUNTAIN,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2015,22,,-,3,,35,,37,,52,,1,,2,,46,,8,,70,,,-,0,,4,,5,,8,,,
MASSACHUSETTS,2015,22,,-,0,,3,,,-,5,,,-,5,,47,,31,,105,,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
ALASKA,2015,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.845078, -147.72206)",
NEW YORK,2015,31,1,,1,,12,,26,,31,,20,,7,,50,,339,,196,,1,,0,,1,,2,,8,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2015,31,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.31111, -92.445)",
GEORGIA,2015,31,,-,0,,4,,11,,12,,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,"GEORGIA
(32.836038, -83.631709)",
E.N. CENTRAL,2015,31,1,,0,,6,,34,,51,,,-,4,,31,,239,,392,,,-,1,,6,,36,,66,,,
NORTH DAKOTA,2015,31,,-,0,,0,,,-,1,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2015,31,,-,0,,1,,4,,6,,5,,2,,14,,97,,103,,,-,0,,2,,1,,1,,"MAINE
(45.252223, -68.986647)",
W.S. CENTRAL,2015,31,3,,4,,22,,112,,167,,,-,0,,2,,14,,16,,,-,0,,0,,,-,,-,,
IDAHO,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2015,33,,-,0,,1,,3,,8,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MOUNTAIN,2015,33,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,3,,,-,,
ARKANSAS,2015,33,1,,4,,14,,119,,149,,1,,0,,2,,14,,12,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2015,33,,-,0,,4,,29,,38,,,-,0,,1,,5,,4,,,-,0,,1,,1,,3,,"KANSAS
(38.345528, -98.201847)",
NEW YORK,2015,33,,-,1,,12,,32,,35,,22,,7,,50,,393,,217,,,-,0,,2,,4,,8,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2015,33,2,,0,,6,,46,,50,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
