 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2017","Giardiasis, Cum 2017, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2017","Gonorrhea, Cum 2017, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Current week","Haemophilus influenzae invasive§, All ages, all serotypes, Current week, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016, flag",Location 1,Location 2
NEW JERSEY,2017,37,,-,5,,15,,160,,326,,77,,171,,228,,6270,,5691,,,-,3,,7,,98,,100,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2017,37,,-,0,,0,,,-,,-,,-,397,,458,,10185,,13616,,,-,3,,10,,121,,132,,"NORTH CAROLINA
(35.47995, -79.180571)",
MICHIGAN,2017,37,,-,10,,24,,343,,406,,49,,254,,337,,8425,,8391,,,-,3,,9,,130,,134,,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2017,37,2,,2,,5,,71,,78,,2,,11,,24,,356,,282,,,-,0,,2,,18,,15,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PACIFIC,2017,37,23,,69,,727,,2637,,2223,,1119,,1690,,2000,,61565,,54359,,3,,4,,13,,159,,136,,,
MASSACHUSETTS,2017,37,9,,11,,21,,372,,410,,111,,129,,187,,5037,,3191,,1,,2,,10,,94,,103,,"MASSACHUSETTS
(42.268546, -72.085064)",
C.N.M.I.,2017,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MAINE,2017,37,3,,2,,7,,72,,99,,,-,7,,32,,290,,330,,,-,0,,2,,19,,22,,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2017,38,,-,5,,15,,160,,338,,79,,171,,228,,6458,,5850,,,-,3,,7,,99,,102,,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2017,38,2,,5,,13,,188,,262,,183,,245,,309,,9408,,8235,,,-,3,,9,,104,,114,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2017,38,,-,10,,25,,357,,419,,46,,254,,337,,8741,,8677,,,-,3,,9,,132,,137,,"MICHIGAN
(44.66399, -84.711206)",
GUAM,2017,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2017,38,,-,2,,4,,51,,59,,,-,39,,55,,1313,,999,,,-,0,,1,,12,,15,,"ALASKA
(64.836661, -147.738891)",
SOUTH DAKOTA,2017,38,,-,2,,6,,72,,87,,,-,22,,31,,695,,930,,,-,0,,2,,10,,18,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2017,38,3,,2,,6,,85,,81,,6,,15,,26,,538,,676,,,-,0,,3,,19,,12,,"MONTANA
(47.062617, -109.430168)",
OHIO,2017,38,3,,5,,135,,286,,219,,256,,433,,493,,16312,,14623,,4,,4,,8,,160,,129,,"OHIO
(40.056807, -82.405897)",
DIST. OF COL.,2017,38,,-,0,,3,,12,,42,,,-,84,,207,,3269,,2224,,,-,0,,1,,10,,13,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MINNESOTA,2017,38,,-,0,,21,,,-,502,,13,,116,,147,,4408,,3632,,,-,0,,7,,7,,81,,"MINNESOTA
(46.357661, -94.793397)",
PENNSYLVANIA,2017,38,7,,9,,22,,358,,437,,236,,304,,535,,12599,,10517,,1,,5,,11,,195,,182,,"PENNSYLVANIA
(40.789676, -77.858055)",
W.N. CENTRAL,2017,38,2,,18,,46,,571,,1260,,236,,591,,705,,22265,,19219,,,-,6,,18,,203,,304,,,
KANSAS,2017,38,,-,2,,4,,61,,85,,24,,81,,109,,3142,,2329,,,-,1,,5,,38,,48,,"KANSAS
(38.345528, -98.201847)",
OREGON,2017,38,6,,6,,18,,235,,250,,119,,91,,135,,3495,,2959,,1,,2,,7,,86,,63,,"OREGON
(44.567912, -120.156945)",
NEW HAMPSHIRE,2017,38,2,,2,,5,,75,,81,,5,,11,,24,,378,,296,,,-,0,,2,,18,,16,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WEST VIRGINIA,2017,38,,-,0,,5,,21,,71,,,-,22,,38,,930,,632,,1,,1,,3,,26,,26,,"WEST VIRGINIA
(38.668501, -80.709421)",
KENTUCKY,2017,38,,N,0,,0,,,N,,N,202,,132,,275,,5145,,3577,,,-,1,,6,,56,,41,,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2017,38,17,,15,,39,,574,,695,,235,,199,,531,,7389,,6719,,4,,4,,15,,191,,163,,"NEW YORK
(42.826892, -75.544286)",
AMER. SAMOA,2017,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
WYOMING,2017,38,,-,1,,3,,24,,35,,1,,6,,13,,227,,182,,,-,0,,2,,,-,3,,"WYOMING
(43.23558, -108.110518)",
S. ATLANTIC,2017,38,35,,44,,78,,1554,,1997,,1214,,2102,,3743,,76453,,73517,,8,,21,,39,,832,,823,,,
NEVADA,2017,38,,-,1,,3,,25,,54,,,-,84,,127,,2590,,3029,,,-,1,,3,,28,,26,,"NEVADA
(39.491833, -117.070159)",
CONNECTICUT,2017,38,1,,4,,9,,149,,201,,22,,66,,130,,2094,,1697,,,-,1,,4,,46,,42,,"CONNECTICUT
(41.544654, -72.651713)",
LOUISIANA,2017,38,,-,2,,10,,58,,145,,189,,225,,517,,8935,,7604,,,-,1,,4,,38,,48,,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2017,38,10,,10,,16,,352,,323,,159,,141,,221,,5188,,4126,,1,,2,,5,,63,,52,,"COLORADO
(38.841772, -106.132562)",
VIRGIN ISL.,2017,38,,-,0,,0,,,-,,-,,-,0,,3,,8,,30,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TENNESSEE,2017,38,,N,0,,0,,,N,,N,,-,218,,343,,7997,,7353,,,-,3,,7,,103,,114,,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2017,38,,-,0,,0,,,-,,-,,-,395,,458,,10185,,14034,,,-,3,,10,,123,,133,,"NORTH CAROLINA
(35.47995, -79.180571)",
GEORGIA,2017,38,,-,12,,23,,344,,539,,151,,409,,487,,14821,,14779,,2,,4,,10,,149,,138,,"GEORGIA
(32.836038, -83.631709)",
WASHINGTON,2017,38,30,,2,,672,,313,,,-,163,,142,,208,,5193,,5869,,,-,0,,9,,4,,,-,"WASHINGTON
(47.517368, -120.467672)",
E.N. CENTRAL,2017,38,15,,28,,150,,1081,,1466,,546,,1335,,1603,,48023,,49980,,4,,16,,36,,586,,588,,,
UTAH,2017,38,2,,3,,11,,149,,112,,29,,45,,67,,1797,,1529,,,-,1,,4,,43,,24,,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2017,38,,-,2,,6,,81,,97,,14,,47,,77,,1818,,1529,,,-,1,,4,,30,,23,,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2017,38,,-,1,,5,,42,,33,,,-,27,,50,,939,,1000,,,-,0,,3,,19,,29,,"HAWAII
(21.30992, -157.858158)",
C.N.M.I.,2017,38,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
E.S. CENTRAL,2017,38,,-,4,,10,,131,,176,,530,,708,,953,,26483,,22052,,,-,7,,13,,258,,267,,,
VIRGINIA,2017,38,4,,4,,23,,173,,221,,193,,233,,1530,,9032,,8183,,,-,2,,15,,97,,94,,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2017,38,12,,8,,34,,340,,673,,113,,137,,179,,5286,,4613,,,-,2,,6,,68,,91,,"WISCONSIN
(44.395526, -89.834513)",
MASSACHUSETTS,2017,38,8,,10,,21,,386,,428,,,-,129,,187,,5037,,3306,,1,,2,,10,,95,,105,,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2017,38,,-,0,,1,,3,,21,,,-,11,,24,,360,,542,,,-,0,,2,,3,,5,,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2017,38,,-,0,,3,,17,,13,,34,,34,,59,,1255,,1143,,,-,0,,3,,18,,14,,"DELAWARE
(39.008676, -75.574561)",
MOUNTAIN,2017,38,18,,24,,41,,906,,877,,385,,590,,768,,22076,,19320,,3,,8,,20,,304,,270,,,
MARYLAND,2017,38,,-,3,,8,,109,,169,,168,,178,,398,,6365,,6081,,,-,2,,11,,93,,92,,"MARYLAND
(39.290443, -76.612333)",
MID. ATLANTIC,2017,38,47,,51,,83,,1768,,2126,,881,,1134,,1351,,43252,,36588,,7,,15,,29,,561,,529,,,
NEW MEXICO,2017,38,,-,2,,9,,58,,47,,20,,79,,130,,2911,,2351,,,-,1,,4,,35,,38,,"NEW MEXICO
(34.520396, -106.244402)",
ARIZONA,2017,38,1,,3,,7,,103,,90,,158,,221,,411,,8152,,6969,,2,,2,,8,,99,,91,,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2017,38,201,,262,,982,,9647,,11327,,6088,,9819,,12294,,361109,,330772,,28,,98,,215,,3493,,3477,,,
ALABAMA,2017,38,,-,4,,10,,131,,176,,163,,200,,308,,8078,,6283,,,-,1,,5,,57,,67,,"ALABAMA
(32.839182, -86.631125)",
SOUTH CAROLINA,2017,38,5,,3,,8,,105,,105,,274,,215,,309,,8308,,6615,,,-,2,,10,,109,,66,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSISSIPPI,2017,38,,N,0,,0,,,N,,N,165,,144,,335,,5263,,4839,,,-,1,,4,,42,,45,,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2017,38,,N,0,,0,,,N,,N,30,,137,,182,,5025,,5531,,4,,2,,8,,81,,55,,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2017,38,,N,0,,0,,,N,,N,18,,275,,483,,9557,,15255,,,-,4,,12,,155,,149,,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2017,38,26,,20,,34,,773,,837,,394,,609,,903,,22288,,19826,,5,,5,,11,,207,,247,,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2017,38,29,,55,,80,,2120,,1950,,761,,1390,,1591,,52438,,45252,,,-,1,,4,,39,,32,,"CALIFORNIA
(37.640735, -121.002435)",
NEW ENGLAND,2017,38,15,,20,,36,,715,,869,,36,,232,,440,,8510,,6075,,1,,5,,17,,198,,199,,,
MAINE,2017,38,2,,2,,7,,74,,105,,,-,7,,32,,290,,340,,,-,0,,2,,20,,22,,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2017,38,,-,0,,4,,18,,37,,2,,17,,34,,591,,742,,,-,0,,2,,12,,20,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK CITY,2017,38,23,,18,,34,,676,,656,,331,,437,,515,,16806,,13502,,2,,2,,6,,76,,82,,,
INDIANA,2017,38,,-,3,,7,,98,,155,,113,,207,,295,,8127,,6812,,,-,2,,9,,71,,82,,"INDIANA
(39.76845, -86.156212)",
IDAHO,2017,38,2,,3,,9,,110,,135,,12,,17,,39,,673,,458,,,-,0,,3,,17,,24,,"IDAHO
(43.680635, -114.364237)",
VERMONT,2017,38,,N,0,,0,,,N,,N,,-,2,,10,,80,,96,,,-,0,,2,,8,,10,,"VERMONT
(43.622479, -72.51927)",
RHODE ISLAND,2017,38,2,,1,,9,,31,,54,,9,,11,,213,,631,,340,,,-,0,,12,,11,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
W.S. CENTRAL,2017,38,4,,5,,20,,160,,264,,1217,,1349,,1704,,50669,,47942,,4,,10,,48,,391,,358,,,
PACIFIC,2017,38,65,,69,,727,,2761,,2292,,1043,,1693,,2000,,63378,,56079,,1,,4,,13,,160,,139,,,
TEXAS,2017,38,,N,0,,0,,,N,,N,834,,868,,1212,,33338,,30900,,,-,6,,38,,233,,219,,"TEXAS
(31.827233, -99.423022)",
IOWA,2017,38,,-,5,,9,,151,,190,,,-,59,,93,,2203,,1822,,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2017,38,4,,3,,18,,102,,119,,164,,90,,215,,3371,,3907,,,-,1,,4,,39,,36,,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2017,39,19,,10,,16,,371,,338,,138,,143,,229,,5347,,4288,,2,,2,,5,,65,,52,,"COLORADO
(38.841772, -106.132562)",
AMER. SAMOA,2017,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
OREGON,2017,40,3,,6,,15,,262,,271,,121,,91,,135,,3727,,3140,,1,,2,,7,,90,,65,,,
NEW JERSEY,2017,39,,-,5,,15,,160,,344,,85,,171,,228,,6645,,5990,,,-,3,,7,,103,,106,,"NEW JERSEY
(40.104655, -74.386686)",
VIRGINIA,2017,39,,-,4,,23,,178,,226,,218,,221,,1530,,9250,,8183,,1,,2,,15,,101,,95,,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2017,39,3,,10,,26,,376,,432,,54,,258,,337,,9205,,8941,,1,,3,,9,,134,,138,,"MICHIGAN
(44.66399, -84.711206)",
FLORIDA,2017,39,,-,20,,34,,773,,867,,287,,614,,903,,22834,,20458,,8,,5,,11,,215,,249,,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2017,39,,N,0,,0,,,N,,N,98,,218,,343,,8175,,7597,,,-,3,,7,,103,,120,,"TENNESSEE
(35.681402, -85.774444)",
VIRGIN ISL.,2017,39,,-,0,,0,,,-,,-,,-,0,,3,,8,,30,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UNITED STATES,2017,39,151,,263,,982,,9976,,11744,,5853,,9839,,12294,,371701,,340531,,41,,98,,215,,3569,,3546,,,
MISSOURI,2017,39,,-,5,,12,,188,,267,,159,,241,,302,,9502,,8485,,,-,3,,9,,104,,114,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2017,39,,-,4,,9,,154,,210,,18,,66,,130,,2165,,1746,,,-,1,,4,,47,,44,,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2017,39,,-,2,,4,,51,,61,,,-,38,,55,,1313,,1023,,,-,0,,1,,12,,15,,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2017,39,,-,0,,1,,3,,21,,,-,10,,24,,366,,553,,,-,0,,2,,3,,5,,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2017,39,,-,1,,10,,58,,150,,228,,225,,517,,9176,,7787,,,-,1,,4,,38,,48,,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2017,39,8,,6,,18,,249,,268,,109,,91,,135,,3605,,3047,,2,,2,,7,,88,,64,,"OREGON
(44.567912, -120.156945)",
WYOMING,2017,39,,-,1,,3,,24,,37,,,-,6,,13,,227,,188,,,-,0,,2,,,-,3,,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2017,39,,N,0,,0,,,N,,N,147,,132,,275,,5292,,3709,,2,,1,,6,,61,,43,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2017,39,,-,3,,11,,155,,117,,29,,45,,67,,1841,,1575,,,-,1,,4,,43,,26,,"UTAH
(39.359772, -111.584173)",
IDAHO,2017,39,1,,3,,9,,111,,137,,,-,17,,39,,673,,472,,1,,0,,3,,18,,24,,"IDAHO
(43.680635, -114.364237)",
E.S. CENTRAL,2017,39,2,,4,,10,,137,,186,,577,,708,,952,,27174,,22747,,2,,7,,13,,266,,276,,,
MID. ATLANTIC,2017,39,50,,51,,83,,1823,,2209,,869,,1135,,1351,,44491,,37678,,17,,15,,29,,582,,541,,,
C.N.M.I.,2017,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARKANSAS,2017,39,1,,3,,18,,104,,125,,,-,90,,215,,3371,,3985,,1,,1,,4,,40,,38,,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2017,39,,-,2,,6,,85,,86,,5,,15,,24,,546,,687,,,-,0,,3,,19,,12,,"MONTANA
(47.062617, -109.430168)",
NEW HAMPSHIRE,2017,39,2,,2,,5,,81,,82,,11,,11,,24,,395,,302,,,-,0,,2,,18,,16,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH CAROLINA,2017,39,,-,3,,8,,105,,113,,264,,217,,309,,8572,,6880,,,-,2,,10,,109,,67,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2017,39,1,,3,,7,,104,,93,,181,,223,,411,,8385,,7179,,1,,2,,8,,100,,91,,"ARIZONA
(34.869712, -111.760902)",
VERMONT,2017,39,,N,0,,0,,,N,,N,,-,2,,10,,80,,96,,,-,0,,2,,8,,10,,"VERMONT
(43.622479, -72.51927)",
NEW YORK CITY,2017,39,13,,18,,34,,689,,679,,282,,437,,515,,17260,,13875,,6,,2,,6,,82,,84,,,
OKLAHOMA,2017,39,,N,0,,0,,,N,,N,33,,138,,182,,5177,,5691,,4,,2,,8,,85,,56,,"OKLAHOMA
(35.468494, -97.521264)",
PACIFIC,2017,39,30,,70,,727,,2840,,2382,,974,,1699,,2000,,65289,,57731,,2,,4,,13,,161,,140,,,
IOWA,2017,39,,-,5,,10,,182,,199,,,-,60,,93,,2380,,1886,,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2017,39,,-,0,,5,,21,,74,,,-,22,,38,,930,,651,,,-,1,,3,,27,,26,,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2017,39,4,,2,,7,,79,,109,,,-,7,,32,,290,,345,,,-,0,,2,,21,,23,,"MAINE
(45.252223, -68.986647)",
NEVADA,2017,39,,-,1,,3,,25,,54,,60,,88,,127,,3308,,3156,,,-,1,,3,,29,,27,,"NEVADA
(39.491833, -117.070159)",
OHIO,2017,39,15,,5,,135,,301,,223,,209,,433,,493,,16768,,15032,,1,,4,,8,,161,,131,,"OHIO
(40.056807, -82.405897)",
NORTH CAROLINA,2017,39,,-,0,,0,,,-,,-,,-,393,,458,,10365,,14454,,,-,3,,10,,126,,134,,"NORTH CAROLINA
(35.47995, -79.180571)",
W.S. CENTRAL,2017,39,1,,5,,20,,162,,275,,1167,,1349,,1705,,52037,,49228,,5,,10,,48,,396,,370,,,
RHODE ISLAND,2017,39,,-,1,,9,,31,,55,,20,,11,,213,,653,,348,,,-,0,,12,,11,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2017,39,9,,10,,22,,373,,452,,269,,305,,535,,12968,,10809,,7,,5,,11,,203,,185,,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2017,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2017,39,1,,2,,9,,62,,48,,19,,79,,130,,3015,,2441,,,-,1,,4,,36,,40,,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2017,39,5,,56,,82,,2168,,2020,,688,,1392,,1594,,54026,,46601,,,-,1,,4,,38,,32,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2017,39,,N,0,,0,,,N,,N,,-,273,,483,,9557,,15734,,,-,4,,12,,161,,153,,"ILLINOIS
(40.477092, -88.993221)",
MOUNTAIN,2017,39,22,,24,,42,,937,,910,,432,,603,,770,,23342,,19986,,4,,8,,20,,310,,275,,,
HAWAII,2017,39,,-,1,,5,,42,,33,,,-,27,,50,,975,,1029,,,-,0,,3,,19,,29,,"HAWAII
(21.30992, -157.858158)",
E.N. CENTRAL,2017,39,36,,28,,150,,1160,,1511,,475,,1339,,1603,,49365,,51472,,2,,16,,36,,598,,601,,,
DELAWARE,2017,39,,-,0,,3,,17,,13,,38,,34,,59,,1293,,1182,,,-,0,,3,,18,,15,,"DELAWARE
(39.008676, -75.574561)",
W.N. CENTRAL,2017,39,1,,19,,40,,619,,1300,,192,,592,,710,,22905,,19830,,,-,6,,18,,205,,306,,,
NORTH DAKOTA,2017,39,,-,0,,4,,20,,38,,2,,17,,34,,607,,774,,,-,0,,2,,13,,20,,"NORTH DAKOTA
(47.475879, -100.121011)",
TEXAS,2017,39,,N,0,,0,,,N,,N,906,,869,,1212,,34313,,31765,,,-,6,,38,,233,,228,,"TEXAS
(31.827233, -99.423022)",
NEW YORK,2017,39,28,,15,,39,,601,,734,,233,,199,,531,,7618,,7004,,4,,4,,15,,194,,166,,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2017,39,17,,3,,672,,330,,,-,177,,142,,208,,5370,,6031,,,-,0,,9,,4,,,-,"WASHINGTON
(47.517368, -120.467672)",
MASSACHUSETTS,2017,39,,-,10,,21,,386,,440,,,-,129,,187,,5037,,3425,,,-,2,,10,,95,,107,,"MASSACHUSETTS
(42.268546, -72.085064)",
WISCONSIN,2017,39,18,,8,,35,,379,,696,,138,,139,,182,,5473,,4764,,,-,2,,6,,68,,97,,"WISCONSIN
(44.395526, -89.834513)",
MISSISSIPPI,2017,39,,N,0,,0,,,N,,N,177,,146,,336,,5445,,5018,,,-,1,,4,,43,,45,,"MISSISSIPPI
(32.738663, -89.537312)",
MINNESOTA,2017,39,,-,0,,18,,,-,518,,5,,116,,152,,4589,,3737,,,-,0,,7,,7,,81,,"MINNESOTA
(46.357661, -94.793397)",
DIST. OF COL.,2017,39,,-,0,,3,,13,,45,,54,,83,,207,,3372,,2328,,,-,0,,1,,10,,14,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KANSAS,2017,39,,-,2,,4,,66,,88,,12,,81,,110,,3196,,2414,,,-,1,,5,,39,,48,,"KANSAS
(38.345528, -98.201847)",
INDIANA,2017,39,,-,3,,7,,104,,160,,74,,207,,295,,8362,,7001,,,-,2,,9,,74,,82,,"INDIANA
(39.76845, -86.156212)",
S. ATLANTIC,2017,39,3,,43,,78,,1567,,2075,,1118,,2103,,3743,,78478,,75597,,9,,21,,39,,851,,833,,,
SOUTH DAKOTA,2017,39,1,,2,,6,,82,,93,,,-,23,,31,,787,,957,,,-,0,,2,,10,,18,,"SOUTH DAKOTA
(44.35371, -100.373709)",
GEORGIA,2017,39,,-,11,,23,,342,,562,,120,,408,,488,,15235,,15238,,,-,4,,10,,150,,139,,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2017,39,2,,4,,10,,137,,186,,155,,200,,309,,8262,,6423,,,-,1,,5,,59,,68,,"ALABAMA
(32.839182, -86.631125)",
NEW ENGLAND,2017,39,6,,20,,34,,731,,896,,49,,233,,440,,8620,,6262,,,-,5,,17,,200,,204,,,
MARYLAND,2017,39,3,,3,,8,,118,,175,,137,,180,,398,,6627,,6223,,,-,2,,11,,95,,94,,"MARYLAND
(39.290443, -76.612333)",
NEBRASKA,2017,39,,-,2,,6,,81,,97,,14,,47,,77,,1844,,1577,,,-,1,,4,,30,,25,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2017,40,2,,3,,7,,111,,117,,955,,217,,309,,9528,,6936,,,-,2,,10,,119,,68,,,
NORTH DAKOTA,2017,40,,-,0,,4,,20,,39,,2,,16,,34,,641,,792,,,-,0,,2,,13,,21,,,
NEW JERSEY,2017,40,,-,5,,15,,160,,351,,85,,173,,228,,6835,,6160,,,-,3,,7,,104,,111,,,
INDIANA,2017,40,,-,3,,8,,108,,162,,93,,208,,295,,8617,,7191,,,-,2,,9,,74,,83,,,
OKLAHOMA,2017,40,,N,0,,0,,,N,,N,34,,140,,182,,5369,,5852,,1,,2,,8,,86,,57,,,
IOWA,2017,40,,-,5,,10,,182,,208,,,-,59,,93,,2380,,1946,,,-,0,,1,,2,,,-,,
ARIZONA,2017,40,,-,3,,7,,108,,96,,65,,224,,405,,8489,,7391,,,-,2,,8,,101,,95,,,
SOUTH DAKOTA,2017,40,,-,2,,6,,82,,95,,,-,23,,31,,804,,983,,,-,0,,2,,10,,18,,,
E.S. CENTRAL,2017,40,1,,4,,8,,144,,189,,187,,712,,974,,28324,,23339,,1,,7,,13,,276,,282,,,
ARKANSAS,2017,40,4,,3,,18,,110,,130,,49,,90,,215,,3516,,4145,,,-,1,,4,,40,,39,,,
DIST. OF COL.,2017,40,,-,0,,3,,13,,46,,,-,83,,207,,3372,,2407,,,-,0,,1,,10,,14,,,
ALASKA,2017,40,,-,2,,4,,52,,63,,,-,38,,55,,1313,,1047,,,-,0,,1,,12,,16,,,
W.N. CENTRAL,2017,40,4,,18,,38,,626,,1338,,218,,590,,720,,23525,,20393,,1,,6,,18,,207,,314,,,
E.N. CENTRAL,2017,40,23,,28,,150,,1216,,1543,,477,,1345,,1603,,50745,,52867,,7,,16,,36,,610,,613,,,
WISCONSIN,2017,40,9,,8,,39,,400,,708,,132,,139,,182,,5630,,4905,,,-,2,,6,,68,,98,,,
TEXAS,2017,40,,N,0,,0,,,N,,N,823,,870,,1212,,35192,,32662,,,-,6,,38,,233,,234,,,
NORTH CAROLINA,2017,40,,-,0,,0,,,-,,-,,-,392,,458,,10719,,14852,,,-,3,,10,,130,,139,,,
S. ATLANTIC,2017,40,8,,43,,71,,1583,,2139,,1674,,2120,,3743,,82177,,77112,,10,,21,,39,,880,,842,,,
DELAWARE,2017,40,,-,0,,3,,17,,13,,46,,34,,59,,1339,,1241,,,-,0,,3,,18,,15,,,
ILLINOIS,2017,40,,N,0,,0,,,N,,N,24,,273,,483,,9933,,16158,,,-,4,,12,,164,,155,,,
UNITED STATES,2017,40,177,,263,,982,,10290,,12103,,5825,,9845,,12294,,383539,,349688,,34,,98,,215,,3645,,3620,,,
NEW MEXICO,2017,40,,-,2,,9,,63,,51,,33,,79,,130,,3080,,2520,,,-,1,,4,,36,,40,,,
PACIFIC,2017,40,64,,70,,727,,2964,,2447,,1082,,1699,,2000,,67250,,59442,,2,,4,,13,,164,,144,,,
VIRGINIA,2017,40,2,,4,,23,,181,,235,,97,,224,,1530,,9346,,8207,,1,,2,,15,,104,,95,,,
LOUISIANA,2017,40,,-,1,,10,,58,,159,,221,,228,,517,,9411,,8014,,,-,1,,4,,38,,48,,,
IDAHO,2017,40,4,,3,,9,,119,,141,,,-,17,,39,,673,,476,,1,,0,,3,,20,,24,,,
COLORADO,2017,40,16,,10,,19,,387,,352,,,-,141,,229,,5347,,4407,,1,,2,,5,,66,,54,,,
WYOMING,2017,40,,-,1,,3,,24,,37,,,-,6,,13,,241,,196,,,-,0,,2,,,-,5,,,
OHIO,2017,40,14,,5,,135,,315,,228,,173,,433,,493,,16941,,15434,,7,,4,,8,,168,,135,,,
