"Reporting.Area","MMWR.Year","MMWR.Week","Dengue_Cases_Count"
"US TERRITORIES",2019,42,0
"AMERICAN SAMOA",2019,42,0
"NORTHERN MARIANA ISLANDS",2019,42,0
"GUAM",2019,42,0
"PUERTO RICO",2019,42,0
"U.S. VIRGIN ISLANDS",2019,42,0
"NON-US RESIDENTS",2019,42,0
"TOTAL",2019,42,11
"US RESIDENTS",2019,43,2
"NEW ENGLAND",2019,43,1
"CONNECTICUT",2019,43,0
"MAINE",2019,43,0
"MASSACHUSETTS",2019,43,0
"NEW HAMPSHIRE",2019,43,0
"RHODE ISLAND",2019,43,1
"VERMONT",2019,43,0
"MIDDLE ATLANTIC",2019,43,1
"NEW JERSEY",2019,43,0
"NEW YORK",2019,43,1
"NEW YORK CITY",2019,43,0
"PENNSYLVANIA",2019,43,0
"EAST NORTH CENTRAL",2019,43,0
"ILLINOIS",2019,43,0
"INDIANA",2019,43,0
"MICHIGAN",2019,43,0
"OHIO",2019,43,0
"WISCONSIN",2019,43,0
"WEST NORTH CENTRAL",2019,43,0
"IOWA",2019,43,0
"KANSAS",2019,43,0
"MINNESOTA",2019,43,0
"MISSOURI",2019,43,0
"NEBRASKA",2019,43,0
"NORTH DAKOTA",2019,43,0
"SOUTH DAKOTA",2019,43,0
"SOUTH ATLANTIC",2019,43,0
"DELAWARE",2019,43,0
"DISTRICT OF COLUMBIA",2019,43,0
"FLORIDA",2019,43,0
"GEORGIA",2019,43,0
"MARYLAND",2019,43,0
"NORTH CAROLINA",2019,43,0
"SOUTH CAROLINA",2019,43,0
"VIRGINIA",2019,43,0
"WEST VIRGINIA",2019,43,0
"EAST SOUTH CENTRAL",2019,43,0
"ALABAMA",2019,43,0
"KENTUCKY",2019,43,0
"MISSISSIPPI",2019,43,0
"TENNESSEE",2019,43,0
"WEST SOUTH CENTRAL",2019,43,0
"ARKANSAS",2019,43,0
"LOUISIANA",2019,43,0
"OKLAHOMA",2019,43,0
"TEXAS",2019,43,0
"MOUNTAIN",2019,43,0
"ARIZONA",2019,43,0
"COLORADO",2019,43,0
"IDAHO",2019,43,0
"MONTANA",2019,43,0
"NEVADA",2019,43,0
"NEW MEXICO",2019,43,0
"UTAH",2019,43,0
"WYOMING",2019,43,0
"PACIFIC",2019,43,0
"ALASKA",2019,43,0
"CALIFORNIA",2019,43,0
"HAWAII",2019,43,0
"OREGON",2019,43,0
"WASHINGTON",2019,43,0
"US TERRITORIES",2019,43,0
"AMERICAN SAMOA",2019,43,0
"NORTHERN MARIANA ISLANDS",2019,43,0
"GUAM",2019,43,0
"PUERTO RICO",2019,43,0
"U.S. VIRGIN ISLANDS",2019,43,0
"NON-US RESIDENTS",2019,43,0
"TOTAL",2019,43,2
"US RESIDENTS",2019,44,9
"NEW ENGLAND",2019,44,0
"CONNECTICUT",2019,44,0
"MAINE",2019,44,0
"MASSACHUSETTS",2019,44,0
"NEW HAMPSHIRE",2019,44,0
"RHODE ISLAND",2019,44,0
"VERMONT",2019,44,0
"MIDDLE ATLANTIC",2019,44,2
"NEW JERSEY",2019,44,0
"NEW YORK",2019,44,2
"NEW YORK CITY",2019,44,0
"PENNSYLVANIA",2019,44,0
"EAST NORTH CENTRAL",2019,44,0
"ILLINOIS",2019,44,0
"INDIANA",2019,44,0
"MICHIGAN",2019,44,0
"OHIO",2019,44,0
"WISCONSIN",2019,44,0
"WEST NORTH CENTRAL",2019,44,1
"IOWA",2019,44,0
"KANSAS",2019,44,0
"MINNESOTA",2019,44,0
"MISSOURI",2019,44,0
"NEBRASKA",2019,44,1
"NORTH DAKOTA",2019,44,0
"SOUTH DAKOTA",2019,44,0
"SOUTH ATLANTIC",2019,44,6
"DELAWARE",2019,44,0
"DISTRICT OF COLUMBIA",2019,44,0
"FLORIDA",2019,44,4
"GEORGIA",2019,44,0
"MARYLAND",2019,44,0
"NORTH CAROLINA",2019,44,0
"SOUTH CAROLINA",2019,44,0
"VIRGINIA",2019,44,2
"WEST VIRGINIA",2019,44,0
"EAST SOUTH CENTRAL",2019,44,0
"ALABAMA",2019,44,0
"KENTUCKY",2019,44,0
"MISSISSIPPI",2019,44,0
"TENNESSEE",2019,44,0
"WEST SOUTH CENTRAL",2019,44,0
"ARKANSAS",2019,44,0
"LOUISIANA",2019,44,0
"OKLAHOMA",2019,44,0
"TEXAS",2019,44,0
"MOUNTAIN",2019,44,0
"ARIZONA",2019,44,0
"COLORADO",2019,44,0
"IDAHO",2019,44,0
"MONTANA",2019,44,0
"NEVADA",2019,44,0
"NEW MEXICO",2019,44,0
"UTAH",2019,44,0
"WYOMING",2019,44,0
"PACIFIC",2019,44,0
"ALASKA",2019,44,0
"CALIFORNIA",2019,44,0
"HAWAII",2019,44,0
"OREGON",2019,44,0
"WASHINGTON",2019,44,0
"US TERRITORIES",2019,44,0
"AMERICAN SAMOA",2019,44,0
"NORTHERN MARIANA ISLANDS",2019,44,0
"GUAM",2019,44,0
"PUERTO RICO",2019,44,0
"U.S. VIRGIN ISLANDS",2019,44,0
"NON-US RESIDENTS",2019,44,0
"TOTAL",2019,44,9
"US RESIDENTS",2019,45,1
"NEW ENGLAND",2019,45,0
"CONNECTICUT",2019,45,0
"MAINE",2019,45,0
"MASSACHUSETTS",2019,45,0
"NEW HAMPSHIRE",2019,45,0
"RHODE ISLAND",2019,45,0
"VERMONT",2019,45,0
"MIDDLE ATLANTIC",2019,45,1
"NEW JERSEY",2019,45,0
"NEW YORK",2019,45,1
"NEW YORK CITY",2019,45,0
"PENNSYLVANIA",2019,45,0
"EAST NORTH CENTRAL",2019,45,0
"ILLINOIS",2019,45,0
"INDIANA",2019,45,0
"MICHIGAN",2019,45,0
"OHIO",2019,45,0
"WISCONSIN",2019,45,0
"WEST NORTH CENTRAL",2019,45,0
"IOWA",2019,45,0
"KANSAS",2019,45,0
"MINNESOTA",2019,45,0
"MISSOURI",2019,45,0
"NEBRASKA",2019,45,0
"NORTH DAKOTA",2019,45,0
"SOUTH DAKOTA",2019,45,0
"SOUTH ATLANTIC",2019,45,0
"DELAWARE",2019,45,0
"DISTRICT OF COLUMBIA",2019,45,0
"FLORIDA",2019,45,0
"GEORGIA",2019,45,0
"MARYLAND",2019,45,0
"NORTH CAROLINA",2019,45,0
"SOUTH CAROLINA",2019,45,0
"VIRGINIA",2019,45,0
"WEST VIRGINIA",2019,45,0
"EAST SOUTH CENTRAL",2019,45,0
"ALABAMA",2019,45,0
"KENTUCKY",2019,45,0
"MISSISSIPPI",2019,45,0
"TENNESSEE",2019,45,0
"WEST SOUTH CENTRAL",2019,45,0
"ARKANSAS",2019,45,0
"LOUISIANA",2019,45,0
"OKLAHOMA",2019,45,0
"TEXAS",2019,45,0
"MOUNTAIN",2019,45,0
"ARIZONA",2019,45,0
"COLORADO",2019,45,0
"IDAHO",2019,45,0
"MONTANA",2019,45,0
"NEVADA",2019,45,0
"NEW MEXICO",2019,45,0
"UTAH",2019,45,0
"WYOMING",2019,45,0
"PACIFIC",2019,45,0
"ALASKA",2019,45,0
"CALIFORNIA",2019,45,0
"HAWAII",2019,45,0
"OREGON",2019,45,0
"WASHINGTON",2019,45,0
"US TERRITORIES",2019,45,1
"AMERICAN SAMOA",2019,45,0
"NORTHERN MARIANA ISLANDS",2019,45,0
"GUAM",2019,45,1
"PUERTO RICO",2019,45,0
"U.S. VIRGIN ISLANDS",2019,45,0
"NON-US RESIDENTS",2019,45,0
"TOTAL",2019,45,2
"US RESIDENTS",2019,46,4
"NEW ENGLAND",2019,46,0
"CONNECTICUT",2019,46,0
"MAINE",2019,46,0
"MASSACHUSETTS",2019,46,0
"NEW HAMPSHIRE",2019,46,0
"RHODE ISLAND",2019,46,0
"VERMONT",2019,46,0
"MIDDLE ATLANTIC",2019,46,0
"NEW JERSEY",2019,46,0
"NEW YORK",2019,46,0
"NEW YORK CITY",2019,46,0
"PENNSYLVANIA",2019,46,0
"EAST NORTH CENTRAL",2019,46,0
"ILLINOIS",2019,46,0
"INDIANA",2019,46,0
"MICHIGAN",2019,46,0
"OHIO",2019,46,0
"WISCONSIN",2019,46,0
"WEST NORTH CENTRAL",2019,46,0
"IOWA",2019,46,0
"KANSAS",2019,46,0
"MINNESOTA",2019,46,0
"MISSOURI",2019,46,0
"NEBRASKA",2019,46,0
"NORTH DAKOTA",2019,46,0
"SOUTH DAKOTA",2019,46,0
"SOUTH ATLANTIC",2019,46,4
"DELAWARE",2019,46,0
"DISTRICT OF COLUMBIA",2019,46,0
"FLORIDA",2019,46,4
"GEORGIA",2019,46,0
"MARYLAND",2019,46,0
"NORTH CAROLINA",2019,46,0
"SOUTH CAROLINA",2019,46,0
"VIRGINIA",2019,46,0
"WEST VIRGINIA",2019,46,0
"EAST SOUTH CENTRAL",2019,46,0
"ALABAMA",2019,46,0
"KENTUCKY",2019,46,0
"MISSISSIPPI",2019,46,0
"TENNESSEE",2019,46,0
"WEST SOUTH CENTRAL",2019,46,0
"ARKANSAS",2019,46,0
"LOUISIANA",2019,46,0
"OKLAHOMA",2019,46,0
"TEXAS",2019,46,0
"MOUNTAIN",2019,46,0
"ARIZONA",2019,46,0
"COLORADO",2019,46,0
"IDAHO",2019,46,0
"MONTANA",2019,46,0
"NEVADA",2019,46,0
"NEW MEXICO",2019,46,0
"UTAH",2019,46,0
"WYOMING",2019,46,0
"PACIFIC",2019,46,0
"ALASKA",2019,46,0
"CALIFORNIA",2019,46,0
"HAWAII",2019,46,0
"OREGON",2019,46,0
"WASHINGTON",2019,46,0
"US TERRITORIES",2019,46,1
"AMERICAN SAMOA",2019,46,0
"NORTHERN MARIANA ISLANDS",2019,46,0
"GUAM",2019,46,1
"PUERTO RICO",2019,46,0
"U.S. VIRGIN ISLANDS",2019,46,0
"NON-US RESIDENTS",2019,46,0
"TOTAL",2019,46,5
"US RESIDENTS",2019,47,3
"NEW ENGLAND",2019,47,0
"CONNECTICUT",2019,47,0
"MAINE",2019,47,0
"MASSACHUSETTS",2019,47,0
"NEW HAMPSHIRE",2019,47,0
"RHODE ISLAND",2019,47,0
"VERMONT",2019,47,0
"MIDDLE ATLANTIC",2019,47,0
"NEW JERSEY",2019,47,0
"NEW YORK",2019,47,0
"NEW YORK CITY",2019,47,0
"PENNSYLVANIA",2019,47,0
"EAST NORTH CENTRAL",2019,47,1
"ILLINOIS",2019,47,0
"INDIANA",2019,47,0
"MICHIGAN",2019,47,0
"OHIO",2019,47,0
"WISCONSIN",2019,47,1
"WEST NORTH CENTRAL",2019,47,0
"IOWA",2019,47,0
"KANSAS",2019,47,0
"MINNESOTA",2019,47,0
"MISSOURI",2019,47,0
"NEBRASKA",2019,47,0
"NORTH DAKOTA",2019,47,0
"SOUTH DAKOTA",2019,47,0
"SOUTH ATLANTIC",2019,47,1
"DELAWARE",2019,47,0
"DISTRICT OF COLUMBIA",2019,47,0
"FLORIDA",2019,47,0
"GEORGIA",2019,47,0
"MARYLAND",2019,47,0
"NORTH CAROLINA",2019,47,0
"SOUTH CAROLINA",2019,47,0
"VIRGINIA",2019,47,1
"WEST VIRGINIA",2019,47,0
"EAST SOUTH CENTRAL",2019,47,0
"ALABAMA",2019,47,0
"KENTUCKY",2019,47,0
"MISSISSIPPI",2019,47,0
"TENNESSEE",2019,47,0
"WEST SOUTH CENTRAL",2019,47,0
"ARKANSAS",2019,47,0
"LOUISIANA",2019,47,0
"OKLAHOMA",2019,47,0
"TEXAS",2019,47,0
"MOUNTAIN",2019,47,1
"ARIZONA",2019,47,1
"COLORADO",2019,47,0
"IDAHO",2019,47,0
"MONTANA",2019,47,0
"NEVADA",2019,47,0
"NEW MEXICO",2019,47,0
"UTAH",2019,47,0
"WYOMING",2019,47,0
"PACIFIC",2019,47,0
"ALASKA",2019,47,0
"CALIFORNIA",2019,47,0
"HAWAII",2019,47,0
"OREGON",2019,47,0
"WASHINGTON",2019,47,0
"US TERRITORIES",2019,47,0
"AMERICAN SAMOA",2019,47,0
"NORTHERN MARIANA ISLANDS",2019,47,0
"GUAM",2019,47,0
"PUERTO RICO",2019,47,0
"U.S. VIRGIN ISLANDS",2019,47,0
"NON-US RESIDENTS",2019,47,0
"TOTAL",2019,47,3
"US RESIDENTS",2019,48,0
"NEW ENGLAND",2019,48,0
"CONNECTICUT",2019,48,0
"MAINE",2019,48,0
"MASSACHUSETTS",2019,48,0
"NEW HAMPSHIRE",2019,48,0
"RHODE ISLAND",2019,48,0
"VERMONT",2019,48,0
"MIDDLE ATLANTIC",2019,48,0
"NEW JERSEY",2019,48,0
"NEW YORK",2019,48,0
"NEW YORK CITY",2019,48,0
"PENNSYLVANIA",2019,48,0
"EAST NORTH CENTRAL",2019,48,0
"ILLINOIS",2019,48,0
"INDIANA",2019,48,0
"MICHIGAN",2019,48,0
"OHIO",2019,48,0
"WISCONSIN",2019,48,0
"WEST NORTH CENTRAL",2019,48,0
"IOWA",2019,48,0
"KANSAS",2019,48,0
"MINNESOTA",2019,48,0
"MISSOURI",2019,48,0
"NEBRASKA",2019,48,0
"NORTH DAKOTA",2019,48,0
"SOUTH DAKOTA",2019,48,0
"SOUTH ATLANTIC",2019,48,0
"DELAWARE",2019,48,0
"DISTRICT OF COLUMBIA",2019,48,0
"FLORIDA",2019,48,0
"GEORGIA",2019,48,0
"MARYLAND",2019,48,0
"NORTH CAROLINA",2019,48,0
"SOUTH CAROLINA",2019,48,0
"VIRGINIA",2019,48,0
"WEST VIRGINIA",2019,48,0
"EAST SOUTH CENTRAL",2019,48,0
"ALABAMA",2019,48,0
"KENTUCKY",2019,48,0
"MISSISSIPPI",2019,48,0
"TENNESSEE",2019,48,0
"WEST SOUTH CENTRAL",2019,48,0
"ARKANSAS",2019,48,0
"LOUISIANA",2019,48,0
"OKLAHOMA",2019,48,0
"TEXAS",2019,48,0
"MOUNTAIN",2019,48,0
"ARIZONA",2019,48,0
"COLORADO",2019,48,0
"IDAHO",2019,48,0
"MONTANA",2019,48,0
"NEVADA",2019,48,0
"NEW MEXICO",2019,48,0
"UTAH",2019,48,0
"WYOMING",2019,48,0
"PACIFIC",2019,48,0
"ALASKA",2019,48,0
"CALIFORNIA",2019,48,0
"HAWAII",2019,48,0
"OREGON",2019,48,0
"WASHINGTON",2019,48,0
"US TERRITORIES",2019,48,0
"NORTHERN MARIANA ISLANDS",2019,48,0
"GUAM",2019,48,0
"PUERTO RICO",2019,48,0
"U.S. VIRGIN ISLANDS",2019,48,0
"NON-US RESIDENTS",2019,48,0
"TOTAL",2019,48,0
"US RESIDENTS",2019,49,4
"NEW ENGLAND",2019,49,0
"CONNECTICUT",2019,49,0
"MAINE",2019,49,0
"MASSACHUSETTS",2019,49,0
"NEW HAMPSHIRE",2019,49,0
"RHODE ISLAND",2019,49,0
"VERMONT",2019,49,0
"MIDDLE ATLANTIC",2019,49,0
"NEW JERSEY",2019,49,0
"NEW YORK",2019,49,0
"NEW YORK CITY",2019,49,0
"PENNSYLVANIA",2019,49,0
"EAST NORTH CENTRAL",2019,49,0
"ILLINOIS",2019,49,0
"INDIANA",2019,49,0
"MICHIGAN",2019,49,0
"OHIO",2019,49,0
"WISCONSIN",2019,49,0
"WEST NORTH CENTRAL",2019,49,0
"IOWA",2019,49,0
"KANSAS",2019,49,0
"MINNESOTA",2019,49,0
"MISSOURI",2019,49,0
"NEBRASKA",2019,49,0
"NORTH DAKOTA",2019,49,0
"SOUTH DAKOTA",2019,49,0
"SOUTH ATLANTIC",2019,49,4
"DELAWARE",2019,49,0
"DISTRICT OF COLUMBIA",2019,49,0
"FLORIDA",2019,49,2
"GEORGIA",2019,49,0
"MARYLAND",2019,49,0
"NORTH CAROLINA",2019,49,0
"SOUTH CAROLINA",2019,49,0
"VIRGINIA",2019,49,2
"WEST VIRGINIA",2019,49,0
"EAST SOUTH CENTRAL",2019,49,0
"ALABAMA",2019,49,0
"KENTUCKY",2019,49,0
"MISSISSIPPI",2019,49,0
"TENNESSEE",2019,49,0
"WEST SOUTH CENTRAL",2019,49,0
"ARKANSAS",2019,49,0
"LOUISIANA",2019,49,0
"OKLAHOMA",2019,49,0
"TEXAS",2019,49,0
"MOUNTAIN",2019,49,0
"ARIZONA",2019,49,0
"COLORADO",2019,49,0
"IDAHO",2019,49,0
"MONTANA",2019,49,0
"NEVADA",2019,49,0
"NEW MEXICO",2019,49,0
"UTAH",2019,49,0
"WYOMING",2019,49,0
"PACIFIC",2019,49,0
"ALASKA",2019,49,0
"CALIFORNIA",2019,49,0
"HAWAII",2019,49,0
"OREGON",2019,49,0
"WASHINGTON",2019,49,0
"US TERRITORIES",2019,49,0
"AMERICAN SAMOA",2019,49,0
"NORTHERN MARIANA ISLANDS",2019,49,0
"GUAM",2019,49,0
"PUERTO RICO",2019,49,0
"U.S. VIRGIN ISLANDS",2019,49,0
"NON-US RESIDENTS",2019,49,0
"TOTAL",2019,49,4
"US RESIDENTS",2019,50,4
"NEW ENGLAND",2019,50,0
"CONNECTICUT",2019,50,0
"MAINE",2019,50,0
"MASSACHUSETTS",2019,50,0
"NEW HAMPSHIRE",2019,50,0
"RHODE ISLAND",2019,50,0
"VERMONT",2019,50,0
"MIDDLE ATLANTIC",2019,50,2
"NEW JERSEY",2019,50,0
"NEW YORK",2019,50,2
"NEW YORK CITY",2019,50,0
"PENNSYLVANIA",2019,50,0
"EAST NORTH CENTRAL",2019,50,0
"ILLINOIS",2019,50,0
"INDIANA",2019,50,0
"MICHIGAN",2019,50,0
"OHIO",2019,50,0
"WISCONSIN",2019,50,0
"WEST NORTH CENTRAL",2019,50,0
"IOWA",2019,50,0
"KANSAS",2019,50,0
"MINNESOTA",2019,50,0
"MISSOURI",2019,50,0
"NEBRASKA",2019,50,0
"NORTH DAKOTA",2019,50,0
"SOUTH DAKOTA",2019,50,0
"SOUTH ATLANTIC",2019,50,1
"DELAWARE",2019,50,0
"DISTRICT OF COLUMBIA",2019,50,0
"FLORIDA",2019,50,1
"GEORGIA",2019,50,0
"MARYLAND",2019,50,0
"NORTH CAROLINA",2019,50,0
"SOUTH CAROLINA",2019,50,0
"VIRGINIA",2019,50,0
"WEST VIRGINIA",2019,50,0
"EAST SOUTH CENTRAL",2019,50,0
"ALABAMA",2019,50,0
"KENTUCKY",2019,50,0
"MISSISSIPPI",2019,50,0
"TENNESSEE",2019,50,0
"WEST SOUTH CENTRAL",2019,50,0
"ARKANSAS",2019,50,0
"LOUISIANA",2019,50,0
"OKLAHOMA",2019,50,0
"TEXAS",2019,50,0
"MOUNTAIN",2019,50,1
"ARIZONA",2019,50,0
"COLORADO",2019,50,1
"IDAHO",2019,50,0
"MONTANA",2019,50,0
"NEVADA",2019,50,0
"NEW MEXICO",2019,50,0
"UTAH",2019,50,0
"WYOMING",2019,50,0
"PACIFIC",2019,50,0
"ALASKA",2019,50,0
"CALIFORNIA",2019,50,0
"HAWAII",2019,50,0
"OREGON",2019,50,0
"WASHINGTON",2019,50,0
"US TERRITORIES",2019,50,0
"AMERICAN SAMOA",2019,50,0
"NORTHERN MARIANA ISLANDS",2019,50,0
"GUAM",2019,50,0
"PUERTO RICO",2019,50,0
"U.S. VIRGIN ISLANDS",2019,50,0
"NON-US RESIDENTS",2019,50,0
"TOTAL",2019,50,4
"US RESIDENTS",2019,51,2
"NEW ENGLAND",2019,51,0
"CONNECTICUT",2019,51,0
"MAINE",2019,51,0
"MASSACHUSETTS",2019,51,0
"NEW HAMPSHIRE",2019,51,0
"RHODE ISLAND",2019,51,0
"VERMONT",2019,51,0
"MIDDLE ATLANTIC",2019,51,0
"NEW JERSEY",2019,51,0
"NEW YORK",2019,51,0
"NEW YORK CITY",2019,51,0
"PENNSYLVANIA",2019,51,0
"EAST NORTH CENTRAL",2019,51,0
"ILLINOIS",2019,51,0
"INDIANA",2019,51,0
"MICHIGAN",2019,51,0
"OHIO",2019,51,0
"WISCONSIN",2019,51,0
"WEST NORTH CENTRAL",2019,51,0
"IOWA",2019,51,0
"KANSAS",2019,51,0
"MINNESOTA",2019,51,0
"MISSOURI",2019,51,0
"NEBRASKA",2019,51,0
"NORTH DAKOTA",2019,51,0
"SOUTH DAKOTA",2019,51,0
"SOUTH ATLANTIC",2019,51,1
"DELAWARE",2019,51,0
"DISTRICT OF COLUMBIA",2019,51,0
"FLORIDA",2019,51,0
"GEORGIA",2019,51,0
"MARYLAND",2019,51,0
"NORTH CAROLINA",2019,51,0
"SOUTH CAROLINA",2019,51,0
"VIRGINIA",2019,51,1
"WEST VIRGINIA",2019,51,0
"EAST SOUTH CENTRAL",2019,51,1
"ALABAMA",2019,51,0
"KENTUCKY",2019,51,0
"MISSISSIPPI",2019,51,0
"TENNESSEE",2019,51,1
"WEST SOUTH CENTRAL",2019,51,0
"ARKANSAS",2019,51,0
"LOUISIANA",2019,51,0
"OKLAHOMA",2019,51,0
"TEXAS",2019,51,0
"MOUNTAIN",2019,51,0
"ARIZONA",2019,51,0
"COLORADO",2019,51,0
"IDAHO",2019,51,0
"MONTANA",2019,51,0
"NEVADA",2019,51,0
"NEW MEXICO",2019,51,0
"UTAH",2019,51,0
"WYOMING",2019,51,0
"PACIFIC",2019,51,0
"ALASKA",2019,51,0
"CALIFORNIA",2019,51,0
"HAWAII",2019,51,0
"OREGON",2019,51,0
"WASHINGTON",2019,51,0
"US TERRITORIES",2019,51,0
"AMERICAN SAMOA",2019,51,0
"NORTHERN MARIANA ISLANDS",2019,51,0
"GUAM",2019,51,0
"PUERTO RICO",2019,51,0
"U.S. VIRGIN ISLANDS",2019,51,0
"NON-US RESIDENTS",2019,51,0
"TOTAL",2019,51,2
"US RESIDENTS",2019,52,0
"NEW ENGLAND",2019,52,0
"CONNECTICUT",2019,52,0
"MAINE",2019,52,0
"MASSACHUSETTS",2019,52,0
"NEW HAMPSHIRE",2019,52,0
"RHODE ISLAND",2019,52,0
"VERMONT",2019,52,0
"MIDDLE ATLANTIC",2019,52,0
"NEW JERSEY",2019,52,0
"NEW YORK",2019,52,0
"NEW YORK CITY",2019,52,0
"PENNSYLVANIA",2019,52,0
"EAST NORTH CENTRAL",2019,52,0
"ILLINOIS",2019,52,0
"INDIANA",2019,52,0
"MICHIGAN",2019,52,0
"OHIO",2019,52,0
"WISCONSIN",2019,52,0
"WEST NORTH CENTRAL",2019,52,0
"IOWA",2019,52,0
"KANSAS",2019,52,0
"MINNESOTA",2019,52,0
"MISSOURI",2019,52,0
"NEBRASKA",2019,52,0
"NORTH DAKOTA",2019,52,0
"SOUTH DAKOTA",2019,52,0
"SOUTH ATLANTIC",2019,52,0
"DELAWARE",2019,52,0
"DISTRICT OF COLUMBIA",2019,52,0
"FLORIDA",2019,52,0
"GEORGIA",2019,52,0
"MARYLAND",2019,52,0
"NORTH CAROLINA",2019,52,0
"SOUTH CAROLINA",2019,52,0
"VIRGINIA",2019,52,0
"WEST VIRGINIA",2019,52,0
"EAST SOUTH CENTRAL",2019,52,0
"ALABAMA",2019,52,0
"KENTUCKY",2019,52,0
"MISSISSIPPI",2019,52,0
"TENNESSEE",2019,52,0
"WEST SOUTH CENTRAL",2019,52,0
"ARKANSAS",2019,52,0
"LOUISIANA",2019,52,0
"OKLAHOMA",2019,52,0
"TEXAS",2019,52,0
"MOUNTAIN",2019,52,0
"ARIZONA",2019,52,0
"COLORADO",2019,52,0
"IDAHO",2019,52,0
"MONTANA",2019,52,0
"NEVADA",2019,52,0
"NEW MEXICO",2019,52,0
"UTAH",2019,52,0
"WYOMING",2019,52,0
"PACIFIC",2019,52,0
"ALASKA",2019,52,0
"CALIFORNIA",2019,52,0
"HAWAII",2019,52,0
"OREGON",2019,52,0
"WASHINGTON",2019,52,0
"US TERRITORIES",2019,52,0
"AMERICAN SAMOA",2019,52,0
"NORTHERN MARIANA ISLANDS",2019,52,0
"GUAM",2019,52,0
"PUERTO RICO",2019,52,0
"U.S. VIRGIN ISLANDS",2019,52,0
"NON-US RESIDENTS",2019,52,0
"TOTAL",2019,52,0
"US RESIDENTS",2020,1,0
"NEW ENGLAND",2020,1,0
"CONNECTICUT",2020,1,0
"MAINE",2020,1,0
"MASSACHUSETTS",2020,1,0
"NEW HAMPSHIRE",2020,1,0
"RHODE ISLAND",2020,1,0
"VERMONT",2020,1,0
"MIDDLE ATLANTIC",2020,1,0
"NEW JERSEY",2020,1,0
"NEW YORK",2020,1,0
"NEW YORK CITY",2020,1,0
"PENNSYLVANIA",2020,1,0
"EAST NORTH CENTRAL",2020,1,0
"ILLINOIS",2020,1,0
"INDIANA",2020,1,0
"MICHIGAN",2020,1,0
"OHIO",2020,1,0
"WISCONSIN",2020,1,0
"WEST NORTH CENTRAL",2020,1,0
"IOWA",2020,1,0
"KANSAS",2020,1,0
"MINNESOTA",2020,1,0
"MISSOURI",2020,1,0
"NEBRASKA",2020,1,0
"NORTH DAKOTA",2020,1,0
"SOUTH DAKOTA",2020,1,0
"SOUTH ATLANTIC",2020,1,0
"DELAWARE",2020,1,0
"DISTRICT OF COLUMBIA",2020,1,0
"FLORIDA",2020,1,0
"GEORGIA",2020,1,0
"MARYLAND",2020,1,0
"NORTH CAROLINA",2020,1,0
"SOUTH CAROLINA",2020,1,0
"VIRGINIA",2020,1,0
"WEST VIRGINIA",2020,1,0
"EAST SOUTH CENTRAL",2020,1,0
"ALABAMA",2020,1,0
"KENTUCKY",2020,1,0
"MISSISSIPPI",2020,1,0
"TENNESSEE",2020,1,0
"WEST SOUTH CENTRAL",2020,1,0
"ARKANSAS",2020,1,0
"LOUISIANA",2020,1,0
"OKLAHOMA",2020,1,0
"TEXAS",2020,1,0
"MOUNTAIN",2020,1,0
"ARIZONA",2020,1,0
"COLORADO",2020,1,0
"IDAHO",2020,1,0
"MONTANA",2020,1,0
"NEVADA",2020,1,0
"NEW MEXICO",2020,1,0
"UTAH",2020,1,0
"WYOMING",2020,1,0
"PACIFIC",2020,1,0
"ALASKA",2020,1,0
"CALIFORNIA",2020,1,0
"HAWAII",2020,1,0
"OREGON",2020,1,0
"WASHINGTON",2020,1,0
"US TERRITORIES",2020,1,0
"AMERICAN SAMOA",2020,1,0
"NORTHERN MARIANA ISLANDS",2020,1,0
"GUAM",2020,1,0
"PUERTO RICO",2020,1,0
"U.S. VIRGIN ISLANDS",2020,1,0
"NON-US RESIDENTS",2020,1,0
"TOTAL",2020,1,0
"US RESIDENTS",2020,2,0
"NEW ENGLAND",2020,2,0
"CONNECTICUT",2020,2,0
"MAINE",2020,2,0
"MASSACHUSETTS",2020,2,0
"NEW HAMPSHIRE",2020,2,0
"RHODE ISLAND",2020,2,0
"VERMONT",2020,2,0
"MIDDLE ATLANTIC",2020,2,0
"NEW JERSEY",2020,2,0
"NEW YORK",2020,2,0
"NEW YORK CITY",2020,2,0
"PENNSYLVANIA",2020,2,0
"EAST NORTH CENTRAL",2020,2,0
"ILLINOIS",2020,2,0
"INDIANA",2020,2,0
"MICHIGAN",2020,2,0
"OHIO",2020,2,0
"WISCONSIN",2020,2,0
"WEST NORTH CENTRAL",2020,2,0
"IOWA",2020,2,0
"KANSAS",2020,2,0
"MINNESOTA",2020,2,0
"MISSOURI",2020,2,0
"NEBRASKA",2020,2,0
"NORTH DAKOTA",2020,2,0
"SOUTH DAKOTA",2020,2,0
"SOUTH ATLANTIC",2020,2,0
"DELAWARE",2020,2,0
"DISTRICT OF COLUMBIA",2020,2,0
"FLORIDA",2020,2,0
"GEORGIA",2020,2,0
"MARYLAND",2020,2,0
"NORTH CAROLINA",2020,2,0
"SOUTH CAROLINA",2020,2,0
"VIRGINIA",2020,2,0
"WEST VIRGINIA",2020,2,0
"EAST SOUTH CENTRAL",2020,2,0
"ALABAMA",2020,2,0
"KENTUCKY",2020,2,0
"MISSISSIPPI",2020,2,0
"TENNESSEE",2020,2,0
"WEST SOUTH CENTRAL",2020,2,0
"ARKANSAS",2020,2,0
"LOUISIANA",2020,2,0
