Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017, flag",Location 1,Location 2
ILLINOIS,2018,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
E.N. CENTRAL,2018,11,,-,0,,1,,,-,,-,,-,1,,11,,2,,1,,,
PUERTO RICO,2018,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
ARIZONA,2018,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
COLORADO,2018,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
UTAH,2018,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PACIFIC,2018,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
LOUISIANA,2018,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
E.S. CENTRAL,2018,11,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,
WYOMING,2018,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
IDAHO,2018,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW YORK,2018,11,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2018,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2018,11,,-,0,,3,,,-,1,,,-,0,,3,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
AMER. SAMOA,2018,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
SOUTH DAKOTA,2018,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2018,11,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
IOWA,2018,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALASKA,2018,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2018,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2018,11,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2018,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
S. ATLANTIC,2018,11,,-,0,,2,,,-,,-,,-,0,,2,,1,,2,,,
WISCONSIN,2018,11,,-,0,,1,,,-,,-,,-,1,,5,,1,,1,,"WISCONSIN
(44.395526, -89.834513)",
ARKANSAS,2018,11,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW HAMPSHIRE,2018,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
HAWAII,2018,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2018,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
C.N.M.I.,2018,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW ENGLAND,2018,12,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,,
COLORADO,2018,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
NEW YORK CITY,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2018,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
MASSACHUSETTS,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2018,12,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
NORTH CAROLINA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WISCONSIN,2018,12,,-,0,,1,,,-,,-,,-,1,,6,,1,,1,,"WISCONSIN
(44.395526, -89.834513)",
ILLINOIS,2018,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2018,12,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"MAINE
(45.252223, -68.986647)",
WYOMING,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
HAWAII,2018,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ALASKA,2018,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
W.N. CENTRAL,2018,12,,-,0,,3,,,-,1,,,-,0,,4,,1,,1,,,
VERMONT,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
GUAM,2018,12,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2018,12,,-,0,,5,,,-,1,,1,,3,,15,,6,,5,,,
FLORIDA,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2018,12,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2018,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW MEXICO,2018,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
KENTUCKY,2018,12,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2018,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH DAKOTA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
IOWA,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
WASHINGTON,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
CALIFORNIA,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
PUERTO RICO,2018,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2018,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
E.S. CENTRAL,2018,12,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,
LOUISIANA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MOUNTAIN,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MICHIGAN,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
E.N. CENTRAL,2018,12,,-,0,,1,,,-,,-,,-,1,,10,,2,,1,,,
ARKANSAS,2018,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
CONNECTICUT,2018,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
INDIANA,2018,12,,-,0,,0,,,-,,-,,-,0,,6,,1,,,-,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
DELAWARE,2018,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW YORK,2018,12,,-,0,,0,,,-,,-,1,,0,,2,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
OREGON,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
PACIFIC,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
AMER. SAMOA,2018,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
KANSAS,2018,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MID. ATLANTIC,2018,12,,-,0,,1,,,-,,-,1,,0,,2,,1,,,-,,
S. ATLANTIC,2018,12,,-,0,,2,,,-,,-,,-,0,,2,,1,,2,,,
VIRGIN ISL.,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OHIO,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
TENNESSEE,2018,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MISSOURI,2018,12,,-,0,,3,,,-,1,,,-,0,,3,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
DIST. OF COL.,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
UTAH,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
IDAHO,2018,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MONTANA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ILLINOIS,2018,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEVADA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
VIRGIN ISL.,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
E.N. CENTRAL,2018,13,,-,0,,1,,,-,,-,,-,1,,10,,2,,1,,,
KANSAS,2018,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2018,13,,-,0,,1,,,-,,-,,-,1,,6,,1,,1,,"WISCONSIN
(44.395526, -89.834513)",
IDAHO,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW YORK CITY,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
CONNECTICUT,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
WASHINGTON,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
PENNSYLVANIA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2018,13,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
MOUNTAIN,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
COLORADO,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2018,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
S. ATLANTIC,2018,13,,-,0,,2,,,-,,-,,-,0,,2,,1,,2,,,
SOUTH CAROLINA,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
PUERTO RICO,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2018,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
FLORIDA,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MAINE,2018,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ARIZONA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW ENGLAND,2018,13,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,,
AMER. SAMOA,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
NEW JERSEY,2018,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WEST VIRGINIA,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGINIA,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
TENNESSEE,2018,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MID. ATLANTIC,2018,13,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,,
IOWA,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
ALABAMA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
DIST. OF COL.,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MICHIGAN,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2018,13,,-,0,,3,,,-,1,,,-,0,,3,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
KENTUCKY,2018,13,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2018,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
C.N.M.I.,2018,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
UTAH,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
W.S. CENTRAL,2018,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
INDIANA,2018,13,,-,0,,0,,,-,,-,,-,0,,6,,1,,,-,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MISSISSIPPI,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PACIFIC,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2018,13,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,
OHIO,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
W.N. CENTRAL,2018,13,,-,0,,3,,,-,1,,,-,0,,4,,1,,1,,,
WYOMING,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MARYLAND,2018,13,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
ALASKA,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
GUAM,2018,13,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
NORTH DAKOTA,2018,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
UNITED STATES,2018,13,,-,0,,5,,,-,1,,,-,3,,15,,6,,5,,,
OKLAHOMA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2018,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GEORGIA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
HAWAII,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
INDIANA,2018,14,,-,0,,0,,,-,,-,,-,0,,6,,2,,,-,"INDIANA
(39.76845, -86.156212)",
PENNSYLVANIA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MID. ATLANTIC,2018,14,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,,
WYOMING,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2018,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MONTANA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ILLINOIS,2018,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
HAWAII,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK CITY,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
GUAM,2018,14,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
COLORADO,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2018,14,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH CAROLINA,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALASKA,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
OREGON,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2018,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
TENNESSEE,2018,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2018,14,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
PUERTO RICO,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEVADA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2018,14,,-,0,,1,,,-,,-,,-,1,,6,,1,,1,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
AMER. SAMOA,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
W.N. CENTRAL,2018,14,,-,0,,3,,,-,1,,,-,0,,4,,1,,1,,,
DELAWARE,2018,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
ARIZONA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
E.S. CENTRAL,2018,14,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,
E.N. CENTRAL,2018,14,,-,0,,1,,,-,,-,,-,1,,10,,3,,1,,,
S. ATLANTIC,2018,14,,-,0,,2,,,-,,-,,-,0,,2,,1,,2,,,
MARYLAND,2018,14,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
CONNECTICUT,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
PACIFIC,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
WASHINGTON,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MOUNTAIN,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
OKLAHOMA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
IDAHO,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW MEXICO,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2018,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
MISSISSIPPI,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
